hhid,round,TLU_class,weight,slocid,panelnewhh,enumerator,interview_yr,interview_month,interview_day,hh_head_clanCODED,hh_head_ethnic_group,hh_head_ethnic_group_other,district,division,location,sublocation_16,villageCODED,village_otherCODED,contact_id,contact_relation,contact_relation_other,relationhhead,headchange,codeinterviewee,codeintervieweecnsption,sameinterviewee,notsameinterviewee,interviewee_same,consumption_interviewee_same,supervisor_decision,interviewee_id_changed,interviewee_id_cons_changed,householdmove2009,movetowhere,sublocation_previous,sublocation_confirmed,moved_sublocation,new_sublocation,sublocation_other,village_previous,village_confirmedCODED,s1q6_old,s1q6_old_other,moved500m,s2q15,s2q18,s2q19,interviewee_newhh,s6q1a,s6q1b,s6q1c,s6q1d,s6q1e,s6q1f,s6q1g,s6b_comment,s6q19,lossaccountedyn,s6q26,intakeaccountedyn,s6q35,offaccountedyn,s6q44,birthyn,s6q48,slaughteryn,s9q1,s9q2,s9q3,s9q4,s10q7,s10q8,s10q9,s10q10,nw_codeintervieweecnsption,supervisor,respondent_located_yn,respondent_located_n_why,respondent_located_n_why_other,respondent_located_n_phone_yn,fit_for_interview,fit_for_interview_other,previoussurvey_yn,current_residence_sublocation,current_residence_sublocation_ot,current_residence_villageCODED,current_residence_manyatta_CODED,location_home
15001,4,M,18.461538,NGURUNIT,repeat household,428,2012,10,24,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,.,Yes,,,,Yes,,,No,,,,,,,,,,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,N,Y,N,2,2,,,,,,,,,,,,
15001,5,M,18.461538,NGURUNIT,repeat household,516,2013,11,1,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,,,,,,,,,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,,,,2,7,,,,,,,,,,,,
15001,6,M,18.461538,NGURUNIT,repeat household,627,2015,10,8,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,Yes,,Exclusive in household,,,,,,,,,Yes,,,,Yes,,Yes,,Yes,No,No,No,No,Yes,Y,N,N,2,2,,,,,,,,,,,,
15001,7,M,18.461538,NGURUNIT,repeat household,721,2020,10,13,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,Yes,,,,Yes,,Yes,NGURUNIT,,1510,,"Yes, permanent home (within 200 meters)"
15002,1,M,20,NGURUNIT,,,2009,10,22,73,Rendille,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,Yes,,Yes,,Yes,,No,No,Yes,No,,,,,2,,,,,,,,,,,,,
15002,2,M,18.461538,NGURUNIT,,,2010,10,28,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,1520,,-97,Area Chief,,,No,2,2,Yes,,,,,,,No,,,,,,,,,,,No,No,,No,,,,,,,,,Camels are pregnant.,Yes,,No,,No,,Yes,,No,,Yes,No,No,No,,,,,2,,,,,,,,,,,,,
15002,3,M,18.461538,NGURUNIT,repeat household,320,2011,10,28,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,,,,,,,,,Yes,,Yes,,Yes,,Yes,,No,,Yes,Yes,Yes,Yes,Yes,Y,Y,Y,2,2,,,,,,,,,,,,
15002,4,M,18.461538,NGURUNIT,repeat household,411,2012,10,25,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,.,Yes,,,,Yes,,,No,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Y,N,N,2,2,,,,,,,,,,,,
15002,5,M,18.461538,NGURUNIT,repeat household,520,2013,11,1,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,,,,,,,,,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Y,Y,Y,2,2,,,,,,,,,,,,
15002,6,M,18.461538,NGURUNIT,repeat household,602,2015,10,8,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,Yes,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,Exclusive in household,,,,,,,,,,,,,Yes,,Yes,,Yes,No,No,Yes,No,Yes,Y,Y,Y,2,2,,,,,,,,,,,,
15002,7,M,18.461538,NGURUNIT,repeat household,722,2020,10,13,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,Yes,,,,Yes,,Yes,NGURUNIT,,1520,,"Yes, permanent home (within 200 meters)"
15003,1,H,9.2857141,NGURUNIT,,,2009,10,16,21,Rendille,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,-97,,NEIGHBOUR,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,Yes,,Yes,,Yes,,No,Yes,Yes,No,,,,,2,,,,,,,,,,,,,
15003,2,H,9.2857141,NGURUNIT,,,2010,10,20,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,1521,,-97,Chief,,,No,1,2,Yes,,,,,,,No,,,,,,,,,,,No,No,,No,,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,No,No,No,No,,,,,2,,,,,,,,,,,,,
15003,3,H,9.2857141,NGURUNIT,repeat household,328,2011,10,25,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,,,,,,,,,Yes,,Yes,,Yes,,Yes,,No,,Yes,Yes,Yes,Yes,Yes,Y,Y,Y,2,2,,,,,,,,,,,,
15003,4,H,9.2857141,NGURUNIT,repeat household,407,2012,10,24,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,.,Yes,,,,No,,,No,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,No,Yes,Y,Y,N,2,2,,,,,,,,,,,,
15003,5,H,9.2857141,NGURUNIT,repeat household,520,2013,10,30,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,,,,,,,,,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Y,Y,Y,2,2,,,,,,,,,,,,
15003,6,H,9.2857141,NGURUNIT,repeat household,602,2015,10,7,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,Exclusive in household,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,No,No,No,Yes,Y,Y,N,2,2,,,,,,,,,,,,
15003,7,H,9.2857141,NGURUNIT,repeat household,718,2020,10,12,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,Yes,,,,Yes,,Yes,NGURUNIT,,1521,,"Yes, permanent home (within 200 meters)"
15005,1,M,20,NGURUNIT,,,2009,10,30,,Rendille,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,Yes,,Yes,,Yes,,No,No,No,No,,,,,2,,,,,,,,,,,,,
15005,2,M,18.461538,NGURUNIT,,,2010,10,24,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,1502,,-97,Chief,,,No,2,2,Yes,,,,,,,No,,,,,,,,,,,Yes,No,,No,,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,No,No,No,No,,,,,2,,,,,,,,,,,,,
15005,3,M,18.461538,NGURUNIT,repeat household,319,2011,10,27,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,No,No,Yes,No,Yes,N,Y,Y,2,,,,,,,,,,,,,
15005,4,M,18.461538,NGURUNIT,repeat household,411,2012,10,23,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,.,Yes,,,,No,,,Yes,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,N,N,N,2,2,,,,,,,,,,,,
15005,5,M,18.461538,NGURUNIT,repeat household,516,2013,10,31,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,,,,,,,,,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,N,Y,N,2,7,,,,,,,,,,,,
15005,6,M,18.461538,NGURUNIT,repeat household,622,2015,10,7,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,Exclusive in household,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,No,No,No,No,Yes,N,Y,N,2,2,,,,,,,,,,,,
15005,7,M,18.461538,NGURUNIT,repeat household,718,2020,10,12,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,Yes,,,,Yes,,Yes,NGURUNIT,,1502,,"Yes, permanent home (within 200 meters)"
15006,1,M,20,NGURUNIT,,,2009,11,8,157,Samburu,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,No,Yes,No,,,,,1,,,,,,,,,,,,,
15006,2,M,18.461538,NGURUNIT,,,2010,10,27,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,1502,,-97,Chief,,,No,1,1,Yes,,,,,,,No,,,,,,,,,,,Yes,No,,No,,,,,,,,,,Yes,,No,,Yes,,Yes,,Yes,,No,No,No,No,,,,,1,,,,,,,,,,,,,
15006,3,M,18.461538,NGURUNIT,repeat household,328,2011,10,27,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,,,,,,,,,Yes,,Yes,,No,,Yes,,No,,Yes,No,No,No,Yes,N,Y,Y,1,2,,,,,,,,,,,,
15006,4,M,18.461538,NGURUNIT,repeat household,411,2012,10,23,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,.,Yes,,,,Yes,,,No,,,,,,,,,,No,,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N,Y,N,1,2,,,,,,,,,,,,
15006,5,M,18.461538,NGURUNIT,repeat household,516,2013,10,31,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,N,Y,N,1,7,,,,,,,,,,,,
15006,6,M,18.461538,NGURUNIT,repeat household,613,2015,10,7,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,Yes,,Exclusive in household,,,,,,,,,Yes,,,,Yes,,Yes,,Yes,Yes,No,Yes,No,Yes,N,Y,N,1,2,,,,,,,,,,,,
15006,7,M,18.461538,NGURUNIT,repeat household,720,2020,10,12,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,Yes,,,,Yes,,Yes,NGURUNIT,,1502,,"No, other (more than 200 meters from home)"
15007,1,H,9.2857141,NGURUNIT,,,2009,10,21,105,Rendille,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,Yes,,Yes,,Yes,,No,No,Yes,Yes,,,,,6,,,,,,,,,,,,,
15007,2,H,9.2857141,NGURUNIT,,,2010,10,14,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,1513,,3,,,,No,6,6,Yes,,,,,,,No,,,,,,,,,,,No,No,,Yes,,,,,,,,,,No,,Yes,,No,,Yes,,No,,No,No,No,No,,,,,6,,,,,,,,,,,,,
15007,3,H,9.2857141,NGURUNIT,repeat household,323,2011,10,26,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,,,,,,,,,Yes,,No,,No,,Yes,,No,,No,Yes,No,No,Yes,Y,Y,Y,6,,,,,,,,,,,,,
15007,4,H,9.2857141,NGURUNIT,repeat household,407,2012,10,25,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,.,Yes,,,,No,,,No,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,No,No,Yes,Yes,Y,Y,Y,6,2,,,,,,,,,,,,
15007,5,H,9.2857141,NGURUNIT,repeat household,506,2013,10,30,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,Yes,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Y,Y,Y,6,2,,,,,,,,,,,,
15007,6,H,9.2857141,NGURUNIT,repeat household,633,2014,8,8,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,Yes,,Outside assistance,N,Y,N,N,"Yes, we made inkind payment (e.g goat)",Both base and satelite camps,,,Yes,,Yes,,,,Yes,,,No,Yes,No,No,Yes,N,N,Y,6,2,,,,,,,,,,,,
15007,7,H,9.2857141,NGURUNIT,repeat household,723,2020,10,10,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,,,,,,,Yes,,,,Yes,,Yes,NGURUNIT,,1513,,"Yes, permanent home (within 200 meters)"
15008,1,L,21.799999,NGURUNIT,,,2009,10,19,65,Samburu,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,-97,,AREA CHIEF,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,Yes,,Yes,,Yes,,No,No,No,No,,,,,2,,,,,,,,,,,,,
15008,2,L,21.799999,NGURUNIT,,,2010,10,21,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,1518,,-97,Chief,,,No,2,2,Yes,The head of the household went to visit his relatives who are staying far away H,,,,,,No,,,,,,,,,,,No,No,,No,,,,,,,,,Births were three but only one is lactating,Yes,,No,,Yes,,Yes,,Yes,,No,No,No,No,,,,,2,,,,,,,,,,,,,
15008,3,L,21.799999,NGURUNIT,repeat household,329,2011,10,26,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,,,,,,,,,Yes,,No,,No,,Yes,,No,,No,No,No,No,Yes,N,Y,N,2,,,,,,,,,,,,,
15008,4,L,21.799999,NGURUNIT,repeat household,428,2012,10,25,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,.,Yes,,,,No,,,No,,,,,,,,,,No,,No,,Yes,Yes,Yes,Yes,No,,Yes,No,Yes,No,No,N,N,N,2,2,,,,,,,,,,,,
15008,5,L,21.799999,NGURUNIT,repeat household,520,2013,11,1,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,N,Y,N,2,7,,,,,,,,,,,,
15008,6,L,21.799999,NGURUNIT,repeat household,602,2015,10,8,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,Exclusive in household,,,,,,,,,Yes,,Yes,,,,Yes,,Yes,No,No,Yes,No,No,,,,2,2,,,,,,,,,,,,
15008,7,L,21.799999,NGURUNIT,repeat household,720,2020,10,10,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Yes,,,,,,,,Yes,,,,Yes,,Yes,NGURUNIT,,1518,,"Yes, permanent home (within 200 meters)"
15009,1,H,9.2857141,NGURUNIT,,,2009,10,25,157,Samburu,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,No,Yes,No,,,,,3,,,,,,,,,,,,,
15009,2,H,9.2857141,NGURUNIT,,,2010,10,26,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,1502,,-97,Chief,,,No,1,1,Yes,,,,,,,No,,,,,,,,,,,No,No,,No,,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,No,No,No,No,,,,,1,,,,,,,,,,,,,
15009,3,H,9.2857141,NGURUNIT,repeat household,319,2011,10,27,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,No,No,Yes,No,Yes,N,Y,Y,3,,,,,,,,,,,,,
15009,4,H,9.2857141,NGURUNIT,repeat household,428,2012,10,23,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,.,Yes,,,,Yes,,,No,,,,,,,,,,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,No,Yes,Yes,N,Y,N,3,2,,,,,,,,,,,,
15009,5,H,9.2857141,NGURUNIT,repeat household,520,2013,10,31,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,Yes,,,,,,,,,,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,N,Y,N,3,7,,,,,,,,,,,,
15009,6,H,9.2857141,NGURUNIT,repeat household,613,2015,10,7,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,Yes,,Exclusive in household,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,Yes,No,No,Yes,N,Y,N,3,2,,,,,,,,,,,,
15009,7,H,9.2857141,NGURUNIT,repeat household,721,2020,10,12,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,Yes,,,,,,,,Yes,,,,Yes,,Yes,NGURUNIT,,1502,,"No, other (more than 200 meters from home)"
15010,1,M,20,NGURUNIT,,,2009,10,27,94,Rendille,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,Yes,,Yes,,Yes,,No,No,Yes,Yes,,,,,1,,,,,,,,,,,,,
15010,2,M,18.461538,NGURUNIT,,,2010,10,28,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,1510,,-97,Chief,,,Yes,2,2,Yes,,,,,,,No,,,,,,,,,,,No,Yes,,No,,,,,,,,,,Yes,,No,,Yes,,Yes,,Yes,,Yes,No,No,No,,,,,2,,,,,,,,,,,,,
15010,3,M,18.461538,NGURUNIT,repeat household,330,2011,10,27,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,Yes,,,,,,,,,,Yes,,Yes,,Yes,,Yes,,No,,No,No,Yes,No,No,N,N,N,2,,,,,,,,,,,,,
15010,4,M,18.461538,NGURUNIT,repeat household,428,2012,10,24,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,.,Yes,,,,Yes,,,No,,,,,,,,,,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,No,Yes,Yes,Yes,N,Y,N,2,2,,,,,,,,,,,,
15010,5,M,18.461538,NGURUNIT,repeat household,517,2013,11,1,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,,,,,,,,,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Y,Y,N,2,2,,,,,,,,,,,,
15010,6,M,18.461538,NGURUNIT,repeat household,633,2014,8,7,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,Exclusive in household,,,,,,,,,Yes,,,,Yes,,Yes,,Yes,Yes,Yes,No,Yes,Yes,Y,Y,Y,2,,,,,,,,,,,,,
15010,7,M,18.461538,NGURUNIT,repeat household,721,2020,10,16,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Temporarily traveling far away,,,,,,,,,,
15012,1,L,21.799999,NGURUNIT,,,2009,10,27,94,Rendille,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,Yes,,Yes,,Yes,,No,No,Yes,Yes,,,,,2,,,,,,,,,,,,,
15012,2,L,21.799999,NGURUNIT,,,2010,10,28,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,1510,,-97,Chief,,,No,2,2,Yes,,,,,,,No,,,,,,,,,,,No,No,,No,,,,,,,,,,Yes,,No,,Yes,,Yes,,Yes,,No,No,No,No,,,,,2,,,,,,,,,,,,,
15012,3,L,21.799999,NGURUNIT,repeat household,330,2011,10,27,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,,,,,,,,,Yes,,Yes,,Yes,,Yes,,No,,No,No,No,No,No,N,N,N,2,,,,,,,,,,,,,
15012,4,L,21.799999,NGURUNIT,repeat household,411,2012,10,24,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,.,Yes,,,,Yes,,,No,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Y,N,N,2,2,,,,,,,,,,,,
15012,5,L,21.799999,NGURUNIT,repeat household,506,2013,11,1,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,Yes,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,No,No,No,Yes,Y,Y,Y,2,2,,,,,,,,,,,,
15012,6,L,21.799999,NGURUNIT,repeat household,645,2014,8,17,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,No,,,,,Yes,Yes,,,,,,Yes,,No,,,Yes,,,,No,,,No,,Exclusive in household,,,,,,,,,Yes,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,No,Yes,N,Y,N,2,2,,,,,,,,,,,,
15012,7,L,21.799999,NGURUNIT,repeat household,718,2020,10,13,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,Yes,,,,Yes,,Yes,NGURUNIT,,1510,,"Yes, permanent home (within 200 meters)"
15013,1,L,21.799999,NGURUNIT,,,2009,10,25,82,Rendille,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,Yes,,Yes,,Yes,,No,No,Yes,No,,,,,1,,,,,,,,,,,,,
15013,2,L,21.799999,NGURUNIT,,,2010,10,26,,,,MARSABIT SOUTH,LAISAMIS,NGURUNIT,NGURUNIT,1502,,-97,Chief,,,No,1,1,Yes,,,,,,,No,,,,,,,,,,,No,No,,No,,,,,,,,,,Yes,,No,,Yes,,Yes,,No,,No,No,No,No,,,,,1,,,,,,,,,,,,,
