hhid,round,gps_latitude,gps_longitude
13038,4,1.6,37.599998
14002,4,2.8,36.700001
14007,4,2.8,36.700001
14011,4,2.3,38
14028,4,2.8,36.700001
14030,4,2.5,36.799999
14057,4,2.5,36.799999
14101,4,2.8,36.700001
14102,4,2.7,36.700001
14117,4,2.7,36.700001
14122,4,2.8,36.700001
14130,4,2.5,36.799999
14134,4,2.8,36.700001
14137,4,2.8,36.700001
14138,4,2.8,36.700001
15001,4,1.8,37.400002
15006,4,1.6,37.400002
15009,4,1.6,37.400002
15010,4,1.8,37.400002
15012,4,1.8,37.400002
15014,4,1.6,37.400002
15026,4,1.8,37.400002
15033,4,1.8,37.400002
15041,4,1.8,37.400002
15052,4,1.9,37.200001
16003,4,2.0999999,36.900002
16028,4,2.0999999,36.900002
1002,5,,
1003,5,,
1004,5,,
1005,5,,
1006,5,,
1007,5,,
1008,5,,
1009,5,,
1010,5,,
1011,5,,
1012,5,,
1013,5,,
1014,5,,
1015,5,,
1016,5,,
1017,5,,
1018,5,,
1019,5,,
1021,5,,
1022,5,,
1023,5,,
1024,5,,
1025,5,,
1026,5,,
1027,5,,
1029,5,,
1031,5,,
1032,5,,
1033,5,,
1034,5,,
1035,5,,
1036,5,,
1037,5,,
1038,5,,
1039,5,,
1042,5,,
1043,5,,
1045,5,,
1047,5,,
3034,5,,
2095,5,,
2001,5,,
2002,5,,
2004,5,,
2005,5,,
2007,5,,
2008,5,,
2009,5,,
2010,5,,
2011,5,,
2012,5,,
2013,5,,
2015,5,,
2016,5,,
2018,5,,
2019,5,,
2020,5,,
2021,5,,
2022,5,,
2023,5,,
2024,5,,
2025,5,,
2026,5,,
2027,5,,
2028,5,,
2029,5,,
2030,5,,
2031,5,,
2032,5,,
2033,5,,
2034,5,,
2035,5,,
2036,5,,
2037,5,,
2038,5,,
2039,5,,
2040,5,,
2041,5,,
2043,5,,
2044,5,,
2045,5,,
2046,5,,
2047,5,,
2048,5,,
2049,5,,
2050,5,,
2051,5,,
2052,5,,
2053,5,,
2054,5,,
2055,5,,
2056,5,,
2057,5,,
2059,5,,
2060,5,,
2061,5,,
2062,5,,
2063,5,,
2065,5,,
2066,5,,
2068,5,,
2069,5,,
2070,5,,
2071,5,,
2072,5,,
2073,5,,
2074,5,,
2075,5,2.3,38.099998
2076,5,,
2077,5,,
2078,5,,
2079,5,,
2080,5,,
2081,5,,
2082,5,,
2083,5,,
2084,5,,
2086,5,,
2088,5,,
2089,5,,
2090,5,,
2091,5,,
2092,5,,
2093,5,,
2094,5,,
2096,5,,
2097,5,,
2098,5,,
2099,5,,
2102,5,,
2103,5,,
2106,5,,
2110,5,,
2111,5,,
2112,5,,
2114,5,,
2126,5,,
3001,5,,
3002,5,,
3003,5,,
3006,5,,
3007,5,,
3008,5,,
3009,5,,
3010,5,,
3011,5,,
3012,5,,
3013,5,,
3015,5,,
3016,5,,
3018,5,,
3019,5,,
3020,5,,
3021,5,,
3022,5,,
3023,5,,
3024,5,,
3026,5,,
3027,5,,
3028,5,,
3029,5,,
3030,5,,
3031,5,,
3033,5,,
3035,5,,
3041,5,,
4001,5,2.3,38
4002,5,,
4004,5,,
4005,5,,
4007,5,,
4010,5,,
4011,5,,
4013,5,2.9000001,38.200001
4014,5,2.9000001,38.200001
4019,5,2.8,38.099998
4020,5,,
4021,5,,
4022,5,2.5999999,38.200001
4023,5,2.5999999,38.200001
4024,5,2.5999999,38.200001
4025,5,,
4026,5,,
4027,5,,
4028,5,,
4029,5,,
4030,5,,
4031,5,,
4032,5,,
4033,5,,
4035,5,,
4037,5,,
4038,5,,
4039,5,,
4040,5,,
4041,5,,
4042,5,,
4043,5,2.7,38.099998
4044,5,,
4045,5,,
4048,5,2.9000001,38.200001
4049,5,,
4050,5,,
4051,5,2.9000001,38.200001
4052,5,,
4053,5,,
4054,5,,
4055,5,,
4056,5,,
4057,5,2.8,38.099998
4058,5,,
4059,5,,
4060,5,2.9000001,38.200001
4062,5,,
4063,5,,
4064,5,,
4066,5,,
4068,5,,
4069,5,,
4070,5,,
4071,5,,
4073,5,,
4074,5,,
4075,5,,
4076,5,,
4078,5,,
4079,5,,
4082,5,,
4083,5,2.7,38.099998
4084,5,3,38.200001
4086,5,,
4087,5,,
4089,5,,
4090,5,,
4091,5,,
4095,5,,
4103,5,2.5999999,38.200001
4107,5,,
4108,5,,
4110,5,,
4111,5,,
5001,5,3.4000001,37.299999
5002,5,3.4000001,37.299999
5005,5,,
5008,5,,
5009,5,,
5010,5,,
5011,5,,
5012,5,3.3,37.299999
5013,5,,
5015,5,,
5016,5,,
5019,5,,
5020,5,,
5021,5,,
5022,5,,
5024,5,3.4000001,37.299999
5030,5,,
5037,5,3.3,37.299999
5045,5,,
5046,5,,
5049,5,,
5050,5,,
5051,5,,
5052,5,,
5053,5,,
5054,5,,
5055,5,,
5056,5,,
5057,5,,
5061,5,,
5066,5,,
5068,5,,
5070,5,3.4000001,37.299999
5072,5,,
5073,5,,
5075,5,,
5077,5,,
5082,5,,
5084,5,,
5086,5,,
5088,5,,
5089,5,,
5093,5,,
5094,5,,
5096,5,3.3,37.299999
6082,5,3.3,37.299999
6084,5,,
6026,5,3.0999999,37.400002
6116,5,3.0999999,37.400002
6125,5,3.0999999,37.400002
5018,5,,
5031,5,,
5038,5,,
5041,5,,
5043,5,3.4000001,37.700001
5047,5,3.2,37.400002
6001,5,,
6002,5,,
6004,5,,
6005,5,,
6007,5,,
6008,5,,
6009,5,,
6010,5,,
6011,5,,
6013,5,,
6014,5,,
6015,5,,
6016,5,,
6018,5,,
6019,5,,
6020,5,,
6021,5,,
6022,5,,
6023,5,,
6024,5,,
6027,5,,
6028,5,,
6029,5,,
6030,5,,
6031,5,,
6032,5,,
6033,5,,
6034,5,,
6035,5,,
6036,5,,
6038,5,,
6040,5,3.2,37.400002
6041,5,,
6042,5,,
6043,5,3.2,37.299999
6044,5,,
6045,5,,
6046,5,,
6047,5,,
6048,5,,
6049,5,,
6050,5,,
6052,5,,
6053,5,,
6054,5,,
6056,5,,
6057,5,,
6058,5,3.0999999,37.400002
6059,5,,
6060,5,,
6061,5,,
6062,5,,
6063,5,,
6064,5,,
6065,5,,
6066,5,,
6067,5,,
6068,5,,
6069,5,,
6070,5,,
6071,5,,
6072,5,,
6073,5,,
6074,5,,
6076,5,,
6077,5,,
6078,5,3.4000001,37.299999
6079,5,,
6081,5,3.0999999,37.200001
6085,5,,
6086,5,,
6087,5,,
6088,5,,
6089,5,,
6090,5,,
6092,5,,
6093,5,,
6094,5,,
6095,5,,
6096,5,,
6098,5,,
6099,5,,
6100,5,,
6101,5,,
6102,5,,
6103,5,,
6104,5,,
6105,5,,
6107,5,,
6108,5,,
6109,5,,
6112,5,,
6113,5,,
6114,5,,
6115,5,,
6123,5,,
6124,5,,
7002,5,,
7003,5,,
7004,5,,
7005,5,,
7006,5,,
7007,5,,
7008,5,,
7009,5,,
7010,5,,
7011,5,,
7012,5,,
7013,5,,
7014,5,,
7015,5,,
7016,5,,
7017,5,,
7018,5,,
7019,5,3.3,38.400002
7020,5,,
7021,5,,
7022,5,,
7023,5,,
7024,5,,
7025,5,,
7026,5,,
7027,5,,
7028,5,,
7029,5,,
7030,5,,
7031,5,,
7032,5,,
7033,5,,
7034,5,,
7035,5,,
7036,5,,
7037,5,,
7038,5,,
7039,5,,
7040,5,,
7041,5,,
7042,5,,
7043,5,,
7049,5,,
8028,5,2.2,37.900002
8001,5,,
8002,5,,
8003,5,,
8005,5,,
8006,5,,
8007,5,,
8009,5,,
8010,5,,
8011,5,,
8012,5,,
8013,5,,
8014,5,,
8015,5,,
8018,5,,
8019,5,,
8020,5,,
8021,5,,
8022,5,,
8023,5,,
8024,5,,
8025,5,,
8026,5,,
8027,5,,
8029,5,,
8030,5,,
8031,5,,
8032,5,2.2,37.900002
8033,5,,
8034,5,,
8035,5,,
8036,5,,
8038,5,,
8039,5,,
8040,5,,
8042,5,,
8044,5,,
8045,5,,
8047,5,,
8048,5,,
8049,5,,
8050,5,,
8051,5,,
8052,5,,
8053,5,,
8054,5,,
8055,5,,
8056,5,,
8057,5,,
8059,5,,
8061,5,,
8062,5,,
8070,5,,
9104,5,,
9115,5,2.5,37.599998
9001,5,,
9002,5,,
9003,5,,
9004,5,,
9005,5,,
9006,5,,
9007,5,,
9008,5,,
9009,5,,
9010,5,2.5,37.599998
9011,5,,
9012,5,,
9013,5,,
9014,5,,
9015,5,,
9016,5,,
9017,5,,
9020,5,,
9021,5,,
9022,5,,
9024,5,,
9025,5,,
9026,5,,
9027,5,,
9028,5,,
9029,5,,
9030,5,,
9031,5,,
9032,5,,
9033,5,,
9034,5,,
9035,5,,
9036,5,,
9037,5,,
9038,5,,
9039,5,,
9040,5,,
9041,5,,
9042,5,,
9043,5,,
9044,5,,
9045,5,,
9046,5,,
9047,5,,
9048,5,,
9050,5,,
9051,5,,
9052,5,,
9054,5,,
9055,5,,
9056,5,,
9057,5,,
9058,5,,
9059,5,,
9060,5,,
9061,5,,
9062,5,,
9063,5,,
9064,5,,
9065,5,,
9066,5,,
9067,5,,
9068,5,,
9069,5,,
9070,5,,
9071,5,,
9073,5,,
9074,5,,
9075,5,,
9077,5,,
9078,5,,
9080,5,,
9081,5,,
9082,5,,
9083,5,,
9084,5,,
9085,5,,
9086,5,,
9087,5,,
9088,5,,
9089,5,,
9090,5,,
9091,5,,
9092,5,,
9093,5,,
9094,5,,
9095,5,,
9097,5,,
9098,5,,
9099,5,,
9100,5,,
9106,5,,
9108,5,,
9111,5,,
9053,5,,
9076,5,,
9079,5,,
9096,5,,
9102,5,,
10001,5,,
10002,5,,
10003,5,,
10004,5,,
10005,5,,
10006,5,,
10007,5,,
10009,5,,
10010,5,,
10011,5,,
10013,5,,
10014,5,,
10016,5,,
10017,5,,
10018,5,,
10019,5,,
10020,5,,
10021,5,,
10022,5,,
10023,5,,
10024,5,,
10025,5,,
10026,5,,
10027,5,,
10029,5,,
10030,5,,
10031,5,,
10033,5,,
10036,5,,
11067,5,2.2,37.900002
11001,5,,
11002,5,,
11003,5,,
11004,5,,
11006,5,,
11007,5,,
11008,5,,
11010,5,,
11011,5,,
11012,5,,
11013,5,,
11014,5,,
11018,5,,
11020,5,,
11021,5,,
11022,5,,
11023,5,,
11024,5,,
11025,5,,
11026,5,,
11027,5,,
11028,5,,
11029,5,,
11030,5,,
11032,5,,
11033,5,,
11034,5,,
11035,5,,
11036,5,,
11038,5,,
11039,5,,
11040,5,,
11041,5,,
11042,5,,
11045,5,,
11049,5,,
11050,5,,
11051,5,,
11054,5,,
11055,5,,
11056,5,,
11057,5,,
11060,5,,
11061,5,,
11068,5,,
12001,5,,
12002,5,,
12003,5,,
12004,5,,
12005,5,,
12006,5,,
12007,5,,
12008,5,,
12009,5,,
12010,5,,
12011,5,,
12015,5,,
12016,5,,
12017,5,,
12018,5,,
12019,5,,
12020,5,,
12021,5,,
12022,5,,
12023,5,,
12024,5,,
12025,5,,
12026,5,,
12027,5,,
12028,5,,
12029,5,,
12030,5,,
12031,5,,
12032,5,,
12033,5,,
12034,5,,
12035,5,,
12036,5,,
12037,5,,
12040,5,1.9,37.299999
12043,5,,
12044,5,,
8004,5,,
13001,5,,
13002,5,,
13003,5,,
13004,5,,
13005,5,,
13006,5,,
13007,5,,
13008,5,,
13009,5,,
13010,5,,
13011,5,,
13013,5,,
13014,5,,
13015,5,,
13016,5,,
13017,5,,
13018,5,,
13019,5,,
13020,5,,
13021,5,,
13022,5,,
13023,5,,
13025,5,,
13026,5,,
13028,5,,
13029,5,,
13030,5,,
13035,5,,
13036,5,,
13038,5,,
14055,5,2.8,36.700001
14085,5,2.8,36.700001
14001,5,,
14002,5,,
14003,5,,
14005,5,,
14006,5,,
14007,5,,
14008,5,,
14009,5,,
14010,5,,
14011,5,,
14012,5,,
14013,5,,
14014,5,,
14015,5,,
14016,5,,
14017,5,,
14018,5,,
14019,5,,
14020,5,,
14021,5,3.3,36.200001
14022,5,,
14024,5,,
14027,5,,
14028,5,,
14030,5,,
14031,5,3.2,36.299999
14033,5,,
14035,5,,
14037,5,,
14038,5,,
14040,5,,
14041,5,2.8,36.700001
14043,5,,
14044,5,,
14045,5,,
14046,5,,
14048,5,,
14049,5,,
14050,5,,
14051,5,,
14052,5,,
14054,5,,
14056,5,2.9000001,36.700001
14057,5,,
14058,5,,
14060,5,,
14061,5,,
14062,5,,
14064,5,,
14065,5,,
14066,5,,
14067,5,,
14073,5,,
14075,5,,
14076,5,,
14077,5,,
14078,5,,
14082,5,,
14083,5,,
14087,5,,
14088,5,,
14089,5,,
14090,5,,
14091,5,,
14092,5,,
14094,5,,
14095,5,,
14096,5,,
14097,5,,
14098,5,,
14099,5,,
14100,5,,
14101,5,,
14102,5,,
14103,5,,
14104,5,,
14105,5,,
14106,5,,
14109,5,,
14110,5,,
14111,5,,
14112,5,,
14113,5,,
14114,5,,
14115,5,,
14116,5,,
14117,5,2.8,36.700001
14118,5,,
14120,5,,
14121,5,,
14122,5,,
14124,5,,
14125,5,,
14129,5,,
14130,5,,
14134,5,,
14137,5,,
14138,5,,
15001,5,,
15002,5,,
15003,5,,
15005,5,,
15006,5,,
15007,5,,
15008,5,,
15009,5,,
15010,5,,
15012,5,,
15013,5,,
15014,5,,
15016,5,,
15018,5,,
15019,5,,
15020,5,,
15021,5,1.7,37.400002
15022,5,,
15023,5,,
15024,5,,
15025,5,,
15026,5,,
15027,5,,
15028,5,,
15029,5,,
15030,5,,
15031,5,,
15033,5,,
15034,5,,
15035,5,,
15036,5,,
15037,5,,
15039,5,,
15040,5,,
15041,5,,
15042,5,,
15044,5,,
15046,5,,
15047,5,,
15049,5,1.7,37.400002
15050,5,,
15052,5,,
16063,5,2.0999999,36.900002
16066,5,2.0999999,36.900002
16003,5,,
16004,5,,
16006,5,,
16007,5,,
16008,5,,
16009,5,,
16010,5,,
16011,5,,
16012,5,,
16014,5,,
16015,5,,
16016,5,,
16019,5,,
16020,5,,
16021,5,,
16022,5,,
16023,5,,
16024,5,,
16025,5,,
16026,5,,
16027,5,,
16028,5,,
16029,5,,
16030,5,,
16031,5,,
16032,5,,
16033,5,,
16034,5,,
16035,5,,
16036,5,,
16037,5,,
16038,5,,
16040,5,,
16042,5,,
16043,5,,
16044,5,,
16045,5,,
16046,5,,
16047,5,,
16048,5,,
16049,5,,
16050,5,,
16051,5,,
16052,5,,
16053,5,,
1044,6,2.3,38
1036,6,2.3,38
2017,6,2.3,38.099998
3036,6,2.3,38
4034,6,2.7,38.099998
4077,6,2.7,38.099998
4098,6,2.7,38.099998
4002,6,2.7,38.099998
4013,6,3.2,38.299999
4014,6,2.9000001,38.200001
4019,6,2.9000001,38.299999
4031,6,2.7,38.099998
4051,6,3,38.200001
4057,6,2.9000001,38.299999
4058,6,2.7,38.099998
4060,6,2.9000001,38.200001
4082,6,2.5999999,38.200001
4084,6,2.9000001,38.200001
4091,6,2.7,38.099998
5067,6,3.3,37.299999
5076,6,3.3,37.299999
5083,6,3.3,37.299999
5092,6,3.3,37.299999
5095,6,3.3,37.299999
5103,6,3.3,37.299999
5104,6,3.3,37.299999
5001,6,3.4000001,37.299999
5002,6,3.4000001,37.299999
5019,6,3.4000001,37.299999
5020,6,3.4000001,37.299999
5024,6,3.4000001,37.299999
5057,6,3.3,37.299999
5082,6,3.3,37.299999
5084,6,3.4000001,37.299999
5093,6,3.3,37.700001
6043,6,3.2,37.400002
6006,6,3.0999999,37.400002
6119,6,3.0999999,37.400002
6129,6,3.0999999,37.400002
6002,6,3.0999999,37.400002
6004,6,2.3,38
6010,6,2.3,38
6040,6,3.2,37.400002
6042,6,3.2,37.200001
6050,6,3.0999999,37.400002
6056,6,3,37.299999
6058,6,3,37
6059,6,3.0999999,37.400002
6066,6,3.3,38.400002
6067,6,3.2,37.400002
6069,6,3.2,37.400002
6070,6,3.2,37.400002
6071,6,3.2,37.400002
6072,6,3.2,37.299999
6074,6,3.2,37.200001
6076,6,3.2,37.200001
6077,6,3.2,37.200001
6099,6,2.3,38
6107,6,3.2,37.400002
6108,6,3.4000001,37.799999
6109,6,3,37.299999
7046,6,3.3,38.400002
7002,6,3.3,38.400002
7004,6,3.3,38.400002
7007,6,3.3,38.400002
7031,6,3.3,38.400002
7041,6,2.7,38.099998
8041,6,2.0999999,37.900002
8058,6,2.2,37.900002
8065,6,2.2,37.900002
8006,6,2.3,37.900002
9105,6,2.5,37.5
9109,6,2.5,37.5
9110,6,2.5,37.5
9117,6,2.5,37.5
9119,6,2.5,37.599998
9120,6,2.5,37.599998
9121,6,2.5,37.5
9123,6,2.5,37.599998
9125,6,2.5,37.5
9128,6,2.5,37.599998
9129,6,2.5,37.5
9130,6,2.5,37.5
9131,6,2.5,37.5
9132,6,2.5,37.599998
9133,6,2.5,37.599998
9134,6,2.5,37.599998
9140,6,2.5,37.599998
9088,6,2.5,37.599998
9091,6,2.5,37.599998
10012,6,2.5999999,37.5
10039,6,2.5999999,37.5
10043,6,2.5999999,37.5
13031,6,1.6,37.700001
13033,6,1.6,37.700001
13006,6,1.6,37.700001
13019,6,1.6,37.700001
13026,6,1.6,37.700001
14053,6,2.8,36.700001
14133,6,2.5999999,36.700001
14030,6,2.5,36.799999
14033,6,2.5,36.799999
14050,6,2.8,36.700001
14051,6,2.5,36.799999
14056,6,2.8,36.700001
14057,6,2.5,36.799999
14060,6,2.5,36.799999
14061,6,2.5,36.799999
14076,6,2.8,36.700001
14077,6,2.8,36.900002
14095,6,2.4000001,36.799999
14120,6,2.5,36.799999
15058,6,1.7,38.299999
16001,6,2.0999999,36.900002
16060,6,2.0999999,36.900002
16061,6,2.0999999,36.900002
1002,7,,
1002,7,,
1002,7,,
1002,7,,
1002,7,,
1002,7,,
1003,7,,
1003,7,,
1003,7,,
1003,7,,
1003,7,,
1003,7,,
1004,7,,
1004,7,,
1004,7,,
1004,7,,
1004,7,,
1004,7,,
1005,7,,
1005,7,,
1005,7,,
1005,7,,
1005,7,,
1005,7,,
1006,7,,
1006,7,,
1006,7,,
1006,7,,
1006,7,,
1006,7,,
1007,7,,
1007,7,,
1007,7,,
1007,7,,
1007,7,,
1007,7,,
1008,7,,
1008,7,,
1008,7,,
1008,7,,
1008,7,,
1008,7,,
1009,7,,
1009,7,,
1009,7,,
1009,7,,
1009,7,,
1009,7,,
1010,7,,
1010,7,,
1010,7,,
1010,7,,
1010,7,,
1010,7,,
1011,7,,
1011,7,,
1011,7,,
1011,7,,
1011,7,,
1011,7,,
1012,7,,
1012,7,,
1012,7,,
1012,7,,
1012,7,,
1012,7,,
1013,7,,
1013,7,,
1013,7,,
1013,7,,
1013,7,,
1013,7,,
1014,7,,
1014,7,,
1014,7,,
1014,7,,
1014,7,,
1014,7,,
1015,7,,
1015,7,,
1015,7,,
1015,7,,
1015,7,,
1015,7,,
1016,7,,
1016,7,,
1016,7,,
1016,7,,
1016,7,,
1016,7,,
1017,7,,
1017,7,,
1017,7,,
1017,7,,
1017,7,,
1017,7,,
1018,7,,
1018,7,,
1018,7,,
1018,7,,
1018,7,,
1018,7,,
1019,7,,
1019,7,,
1019,7,,
1019,7,,
1019,7,,
1019,7,,
1020,7,,
1020,7,,
1020,7,,
1021,7,,
1021,7,,
1021,7,,
1021,7,,
1021,7,,
1021,7,,
1022,7,,
1022,7,,
1022,7,,
1022,7,,
1022,7,,
1022,7,,
1023,7,,
1023,7,,
1023,7,,
1023,7,,
1023,7,,
1023,7,,
1024,7,,
1024,7,,
1024,7,,
1024,7,,
1024,7,,
1024,7,,
1025,7,,
1025,7,,
1025,7,,
1025,7,,
1025,7,,
1025,7,,
1026,7,,
1026,7,,
1026,7,,
1026,7,,
1026,7,,
1026,7,,
1027,7,,
1027,7,,
1027,7,,
1027,7,,
1027,7,,
1027,7,,
1029,7,,
1029,7,,
1029,7,,
1029,7,,
1029,7,,
1029,7,,
1031,7,,
1031,7,,
1031,7,,
1031,7,,
1031,7,,
1031,7,,
1032,7,,
1032,7,,
1032,7,,
1032,7,,
1032,7,,
1032,7,,
1033,7,,
1033,7,,
1033,7,,
1033,7,,
1033,7,,
1033,7,,
1034,7,,
1034,7,,
1034,7,,
1034,7,,
1034,7,,
1034,7,,
1035,7,,
1035,7,,
1035,7,,
1035,7,,
1035,7,,
1035,7,,
1036,7,,
1036,7,,
1036,7,,
1036,7,,
1036,7,,
1036,7,,
1037,7,,
1037,7,,
1037,7,,
1037,7,,
1037,7,,
1038,7,,
1038,7,,
1038,7,,
1038,7,,
1038,7,,
1038,7,,
1039,7,,
1039,7,,
1039,7,,
1039,7,,
1039,7,,
1039,7,,
1042,7,,
1042,7,,
1042,7,,
1043,7,,
1043,7,,
1043,7,,
1043,7,,
1043,7,,
1043,7,,
1044,7,,
1045,7,,
1045,7,,
1045,7,,
1045,7,,
1045,7,,
1045,7,,
1047,7,,
1047,7,,
1047,7,,
1047,7,,
1047,7,,
1047,7,,
2001,7,,
2001,7,,
2001,7,,
2001,7,,
2001,7,,
2001,7,,
2002,7,,
2002,7,,
2002,7,,
2002,7,,
2002,7,,
2002,7,,
2003,7,,
2003,7,,
2004,7,,
2004,7,,
2004,7,,
2004,7,,
2004,7,,
2004,7,,
2005,7,,
2005,7,,
2005,7,,
2005,7,,
2005,7,,
2005,7,,
2006,7,,
2006,7,,
2007,7,,
2007,7,,
2007,7,,
2007,7,,
2007,7,,
2007,7,,
2008,7,,
2008,7,,
2008,7,,
2008,7,,
2008,7,,
2008,7,,
2009,7,,
2009,7,,
2009,7,,
2009,7,,
2009,7,,
2009,7,,
2010,7,,
2010,7,,
2010,7,,
2010,7,,
2010,7,,
2010,7,,
2011,7,,
2011,7,,
2011,7,,
2011,7,,
2011,7,,
2011,7,,
2012,7,,
2012,7,,
2012,7,,
2012,7,,
2012,7,,
2012,7,,
2013,7,,
2013,7,,
2013,7,,
2013,7,,
2013,7,,
2013,7,,
2014,7,,
2015,7,,
2015,7,,
2015,7,,
2015,7,,
2015,7,,
2015,7,,
2016,7,,
2016,7,,
2016,7,,
2016,7,,
2016,7,,
2016,7,,
2017,7,,
2017,7,,
2017,7,,
2018,7,,
2018,7,,
2018,7,,
2018,7,,
2018,7,,
2018,7,,
2019,7,,
2019,7,,
2019,7,,
2019,7,,
2019,7,,
2019,7,,
2020,7,,
2020,7,,
2020,7,,
2020,7,,
2020,7,,
2020,7,,
2021,7,,
2021,7,,
2021,7,,
2021,7,,
2021,7,,
2021,7,,
2022,7,,
2022,7,,
2022,7,,
2022,7,,
2022,7,,
2022,7,,
2023,7,,
2023,7,,
2023,7,,
2023,7,,
2023,7,,
2023,7,,
2024,7,,
2024,7,,
2024,7,,
2024,7,,
2024,7,,
2024,7,,
2025,7,,
2025,7,,
2025,7,,
2025,7,,
2025,7,,
2025,7,,
2026,7,,
2026,7,,
2026,7,,
2026,7,,
2026,7,,
2026,7,,
2027,7,,
2027,7,,
2027,7,,
2027,7,,
2027,7,,
2027,7,,
2028,7,,
2028,7,,
2028,7,,
2028,7,,
2028,7,,
2028,7,,
2029,7,,
2029,7,,
2029,7,,
2029,7,,
2029,7,,
2029,7,,
2030,7,,
2030,7,,
2030,7,,
2030,7,,
2030,7,,
2031,7,,
2031,7,,
2031,7,,
2031,7,,
2031,7,,
2031,7,,
2032,7,,
2032,7,,
2032,7,,
2032,7,,
2032,7,,
2032,7,,
2033,7,,
2033,7,,
2033,7,,
2033,7,,
2033,7,,
2033,7,,
2034,7,,
2034,7,,
2034,7,,
2034,7,,
2034,7,,
2034,7,,
2035,7,,
2035,7,,
2035,7,,
2035,7,,
2035,7,,
2035,7,,
2036,7,,
2036,7,,
2036,7,,
2036,7,,
2036,7,,
2036,7,,
2037,7,,
2037,7,,
2037,7,,
2037,7,,
2037,7,,
2037,7,,
2038,7,,
2038,7,,
2038,7,,
2038,7,,
2038,7,,
2038,7,,
2039,7,,
2039,7,,
2039,7,,
2039,7,,
2039,7,,
2039,7,,
2040,7,,
2040,7,,
2040,7,,
2040,7,,
2040,7,,
2040,7,,
2041,7,,
2041,7,,
2041,7,,
2041,7,,
2041,7,,
2041,7,,
2042,7,,
2042,7,,
2043,7,,
2043,7,,
2043,7,,
2043,7,,
2043,7,,
2043,7,,
2044,7,,
2044,7,,
2044,7,,
2044,7,,
2044,7,,
2044,7,,
2045,7,,
2045,7,,
2045,7,,
2045,7,,
2045,7,,
2045,7,,
2046,7,,
2046,7,,
2046,7,,
2046,7,,
2046,7,,
2046,7,,
2047,7,,
2047,7,,
2047,7,,
2047,7,,
2047,7,,
2047,7,,
2048,7,,
2048,7,,
2048,7,,
2048,7,,
2048,7,,
2048,7,,
2049,7,,
2049,7,,
2049,7,,
2049,7,,
2049,7,,
2049,7,,
2050,7,,
2050,7,,
2050,7,,
2050,7,,
2050,7,,
2050,7,,
2051,7,,
2051,7,,
2051,7,,
2051,7,,
2051,7,,
2051,7,,
2052,7,,
2052,7,,
2052,7,,
2052,7,,
2052,7,,
2052,7,,
2053,7,,
2053,7,,
2053,7,,
2053,7,,
2053,7,,
2054,7,,
2054,7,,
2054,7,,
2054,7,,
2054,7,,
2054,7,,
2055,7,,
2055,7,,
2055,7,,
2055,7,,
2055,7,,
2055,7,,
2056,7,,
2056,7,,
2056,7,,
2056,7,,
2056,7,,
2056,7,,
2057,7,,
2057,7,,
2057,7,,
2057,7,,
2057,7,,
2057,7,,
2058,7,,
2058,7,,
2058,7,,
2058,7,,
2059,7,,
2059,7,,
2059,7,,
2059,7,,
2059,7,,
2059,7,,
2060,7,,
2060,7,,
2060,7,,
2060,7,,
2060,7,,
2060,7,,
2061,7,,
2061,7,,
2061,7,,
2061,7,,
2061,7,,
2061,7,,
2062,7,,
2062,7,,
2062,7,,
2062,7,,
2062,7,,
2062,7,,
2063,7,,
2063,7,,
2063,7,,
2063,7,,
2063,7,,
2063,7,,
2064,7,,
2064,7,,
2064,7,,
2065,7,,
2065,7,,
2065,7,,
2065,7,,
2065,7,,
2065,7,,
2066,7,,
2066,7,,
2066,7,,
2066,7,,
2066,7,,
2066,7,,
2067,7,,
2067,7,,
2068,7,,
2068,7,,
2068,7,,
2068,7,,
2068,7,,
2068,7,,
2069,7,,
2069,7,,
2069,7,,
2069,7,,
2069,7,,
2069,7,,
2070,7,,
2070,7,,
2070,7,,
2070,7,,
2070,7,,
2070,7,,
2071,7,,
2071,7,,
2071,7,,
2071,7,,
2071,7,,
2071,7,,
2072,7,,
2072,7,,
2072,7,,
2072,7,,
2072,7,,
2072,7,,
2073,7,,
2073,7,,
2073,7,,
2073,7,,
2073,7,,
2073,7,,
2074,7,,
2074,7,,
2074,7,,
2074,7,,
2074,7,,
2074,7,,
2075,7,,
2075,7,,
2075,7,,
2075,7,,
2075,7,,
2075,7,,
2076,7,,
2076,7,,
2076,7,,
2076,7,,
2076,7,,
2076,7,,
2077,7,,
2077,7,,
2077,7,,
2077,7,,
2077,7,,
2077,7,,
2078,7,,
2078,7,,
2078,7,,
2078,7,,
2078,7,,
2078,7,,
2079,7,,
2079,7,,
2079,7,,
2079,7,,
2079,7,,
2079,7,,
2080,7,,
2080,7,,
2080,7,,
2080,7,,
2080,7,,
2080,7,,
2081,7,,
2081,7,,
2081,7,,
2081,7,,
2081,7,,
2081,7,,
2082,7,,
2082,7,,
2082,7,,
2082,7,,
2082,7,,
2082,7,,
2083,7,,
2083,7,,
2083,7,,
2083,7,,
2083,7,,
2083,7,,
2084,7,,
2084,7,,
2084,7,,
2084,7,,
2084,7,,
2084,7,,
2085,7,,
2086,7,,
2086,7,,
2086,7,,
2086,7,,
2086,7,,
2086,7,,
2087,7,,
2088,7,,
2088,7,,
2088,7,,
2088,7,,
2088,7,,
2088,7,,
2089,7,,
2089,7,,
2089,7,,
2089,7,,
2089,7,,
2089,7,,
2090,7,,
