hhid,round,gps_latitude,gps_longitude
2097,2,,
2099,2,2.2,38
2100,2,2.2,38
2102,2,2.2,38
2103,2,2.2,38
3001,2,,
3002,2,,
3003,2,,
3005,2,,
3006,2,,
3007,2,,
3008,2,,
3009,2,,
3010,2,,
3011,2,,
3012,2,,
3013,2,,
3015,2,,
3016,2,,
3018,2,,
3019,2,,
3020,2,,
3021,2,,
3022,2,,
3023,2,,
3024,2,,
3026,2,,
3027,2,,
3028,2,,
3029,2,,
3030,2,,
3031,2,,
3033,2,,
3034,2,,
3035,2,,
4001,2,,
4002,2,,
4004,2,,
4005,2,,
4006,2,,
4007,2,,
4009,2,,
4010,2,,
4011,2,,
4013,2,2.9000001,38.200001
4014,2,2.9000001,38.200001
4015,2,2.9000001,38.200001
4019,2,,
4020,2,2.3,37.599998
4021,2,,
4022,2,,
4023,2,,
4024,2,,
4025,2,2.3,37.599998
4026,2,2.3,37.599998
4027,2,2.3,37.599998
4028,2,,
4029,2,,
4030,2,,
4031,2,,
4032,2,2.3,37.599998
4033,2,,
4034,2,,
4035,2,,
4037,2,,
4038,2,,
4039,2,,
4040,2,,
4041,2,,
4042,2,,
4043,2,,
4044,2,,
4045,2,,
4047,2,2.8,38.099998
4048,2,2.8,38.099998
4049,2,,
4050,2,,
4051,2,,
4052,2,,
4053,2,,
4054,2,,
4055,2,,
4056,2,,
4057,2,,
4058,2,,
4059,2,,
4060,2,,
4062,2,,
4063,2,,
4064,2,,
4065,2,,
4066,2,,
4068,2,,
4069,2,,
4070,2,,
4071,2,,
4073,2,,
4074,2,,
4075,2,,
4076,2,,
4078,2,2.3,37.599998
4079,2,,
4082,2,2.4000001,38.099998
4083,2,2.4000001,38.099998
4084,2,2.4000001,38.099998
4086,2,2.4000001,38.099998
4087,2,2.4000001,38.099998
4089,2,2.4000001,38.099998
4090,2,2.4000001,38.099998
4091,2,2.4000001,38.099998
4095,2,2.4000001,38.099998
5001,2,,
5002,2,,
5005,2,,
5008,2,,
5009,2,,
5010,2,,
5011,2,,
5012,2,,
5013,2,,
5015,2,,
5016,2,,
5018,2,3.2,37.400002
5019,2,3.3,37.200001
5020,2,3.3,37.200001
5021,2,3.3,37.200001
5022,2,3.3,37.099998
5024,2,3.3,37.200001
5027,2,3.2,37.200001
5030,2,,
5031,2,3.4000001,37.599998
5034,2,,
5037,2,,
5038,2,3.4000001,37.599998
5041,2,3.4000001,37.599998
5043,2,3.4000001,37.599998
5044,2,3.2,37.200001
5045,2,,
5046,2,,
5047,2,3.0999999,37.299999
5049,2,,
5050,2,,
5051,2,,
5052,2,,
5053,2,,
5054,2,,
5055,2,,
5056,2,,
5057,2,,
5061,2,,
5066,2,,
5067,2,,
5068,2,3.0999999,37.200001
5069,2,,
5072,2,3.0999999,37.200001
5073,2,,
5075,2,3.2,37.200001
5077,2,3.2,37.200001
5082,2,3.2,37.200001
5084,2,3.3,37.200001
5086,2,3.2,37.200001
5089,2,3.3,37.799999
6001,2,,
6002,2,,
6004,2,,
6005,2,,
6007,2,,
6008,2,3.0999999,37.299999
6009,2,,
6010,2,,
6011,2,,
6012,2,,
6013,2,,
6014,2,,
6015,2,,
6016,2,,
6018,2,,
6019,2,,
6020,2,,
6021,2,,
6022,2,,
6023,2,,
6024,2,,
6025,2,,
6027,2,,
6028,2,,
6029,2,,
6030,2,,
6031,2,,
6032,2,,
6033,2,,
6034,2,,
6035,2,,
6036,2,,
6038,2,,
6040,2,,
6041,2,,
6042,2,,
6043,2,,
6044,2,,
6045,2,,
6046,2,,
6047,2,,
6048,2,,
6049,2,,
6050,2,,
6052,2,,
6053,2,3,37.299999
6054,2,3,37.299999
6056,2,3,37.299999
6057,2,3.0999999,37.200001
6058,2,3.0999999,37.299999
6059,2,3,37.299999
6060,2,,
6061,2,,
6062,2,,
6063,2,,
6064,2,,
6065,2,,
6066,2,,
6067,2,,
6068,2,,
6069,2,,
6070,2,,
6071,2,,
6072,2,,
6073,2,,
6074,2,,
6076,2,3.2,37.299999
6077,2,3.2,37.299999
6078,2,3.0999999,37.299999
6079,2,3.0999999,37.200001
6081,2,3.0999999,37.200001
6082,2,3.2,37.200001
6084,2,3.2,37.200001
6085,2,,
6086,2,,
6087,2,,
6088,2,,
6089,2,,
6090,2,,
6092,2,,
6093,2,,
6094,2,,
6095,2,,
6096,2,,
6098,2,,
6099,2,,
6100,2,,
6101,2,,
6102,2,,
6103,2,,
6104,2,,
6105,2,,
6107,2,,
6108,2,,
6109,2,,
6112,2,,
6113,2,,
6114,2,,
6116,2,3.0999999,37.299999
6123,2,3.0999999,37.299999
6124,2,3.0999999,37.299999
7002,2,,
7003,2,,
7004,2,,
7005,2,,
7006,2,,
7007,2,,
7008,2,,
7009,2,,
7010,2,,
7011,2,,
7012,2,,
7013,2,,
7014,2,,
7015,2,,
7016,2,,
7017,2,,
7018,2,,
7019,2,,
7020,2,,
7021,2,,
7022,2,,
7023,2,,
7024,2,,
7025,2,,
7026,2,,
7027,2,,
7028,2,,
7029,2,,
7030,2,,
7031,2,,
7032,2,,
7033,2,,
7034,2,,
7035,2,,
7036,2,,
7037,2,3.3,38.400002
7038,2,,
7039,2,,
7040,2,,
7041,2,,
7042,2,,
7043,2,,
7049,2,,
8001,2,,
8002,2,,
8003,2,,
8004,2,1.6,37.700001
8005,2,,
8006,2,,
8007,2,,
8009,2,,
8010,2,,
8011,2,,
8012,2,,
8013,2,,
8014,2,,
8015,2,,
8018,2,,
8019,2,,
8020,2,,
8021,2,,
8022,2,,
8023,2,,
8024,2,,
8025,2,,
8026,2,,
8027,2,,
8029,2,,
8030,2,,
8031,2,,
8032,2,,
8033,2,,
8034,2,,
8035,2,,
8036,2,,
8037,2,,
8038,2,,
8039,2,,
8040,2,2,37.5
8041,2,,
8042,2,,
8044,2,,
8045,2,,
8046,2,,
8047,2,,
8048,2,,
8049,2,,
8050,2,,
8051,2,2.0999999,37.5
8052,2,,
8053,2,,
8054,2,,
8055,2,,
8056,2,,
8057,2,2.0999999,37.5
8059,2,2.0999999,37.5
8061,2,2.0999999,37.5
8062,2,2.0999999,37.5
9001,2,,
9002,2,,
9003,2,,
9004,2,,
9005,2,,
9006,2,,
9007,2,,
9008,2,,
9009,2,,
9010,2,,
9011,2,,
9012,2,,
9013,2,,
9014,2,,
9015,2,,
9016,2,,
9017,2,,
9019,2,,
9020,2,,
9021,2,,
9022,2,,
9023,2,,
9024,2,,
9025,2,,
9026,2,,
9027,2,,
9028,2,,
9029,2,,
9030,2,,
9031,2,,
9032,2,,
9033,2,,
9034,2,,
9035,2,,
9036,2,,
9037,2,,
9038,2,,
9039,2,,
9040,2,,
9041,2,,
9042,2,,
9043,2,,
9044,2,,
9045,2,,
9046,2,,
9047,2,,
9048,2,,
9049,2,,
9050,2,,
9051,2,,
9052,2,,
9053,2,2.4000001,39.299999
9054,2,,
9055,2,,
9056,2,,
9057,2,,
9058,2,,
9059,2,,
9060,2,,
9061,2,,
9062,2,,
9063,2,,
9064,2,,
9065,2,,
9066,2,,
9067,2,,
9068,2,,
9069,2,,
9070,2,,
9071,2,,
9072,2,,
9073,2,,
9074,2,,
9075,2,,
9076,2,2.4000001,37.299999
9077,2,,
9078,2,,
9079,2,2.4000001,37.299999
9080,2,,
9081,2,,
9082,2,,
9083,2,,
9084,2,,
9085,2,,
9086,2,,
9087,2,,
9088,2,,
9089,2,,
9090,2,,
9091,2,,
9092,2,,
9093,2,,
9094,2,,
9095,2,,
9096,2,,
9097,2,,
9098,2,,
9099,2,,
9100,2,,
9108,2,2.3,37.299999
10001,2,,
10002,2,,
10003,2,,
10004,2,2.5999999,37.5
10005,2,2.4000001,39.299999
10006,2,2.3,37.299999
10007,2,,
10008,2,,
10009,2,,
10010,2,,
10011,2,,
10012,2,,
10013,2,,
10014,2,,
10015,2,,
10016,2,,
10017,2,,
10018,2,,
10019,2,,
10020,2,2.5999999,37.5
10021,2,,
10022,2,,
10023,2,,
10024,2,,
10025,2,,
10026,2,,
10027,2,,
10028,2,,
10029,2,,
10030,2,,
11001,2,,
11002,2,,
11003,2,,
11004,2,,
11005,2,,
11006,2,,
11007,2,,
11008,2,,
11010,2,,
11011,2,,
11012,2,,
11013,2,,
11014,2,,
11015,2,,
11018,2,,
11020,2,,
11021,2,,
11022,2,,
11023,2,,
11024,2,,
11025,2,,
11026,2,,
11027,2,,
11028,2,,
11029,2,,
11030,2,,
11032,2,,
11033,2,,
11034,2,,
11035,2,,
11036,2,,
11037,2,,
11038,2,,
11039,2,,
11040,2,,
11041,2,,
11042,2,,
11044,2,,
11045,2,,
11047,2,,
11049,2,,
11050,2,,
11051,2,1.6,35.400002
11052,2,,
11054,2,1.6,37.5
11055,2,1.6,37.599998
12001,2,1.9,37.299999
12002,2,1.9,37.299999
12003,2,1.9,37.299999
12004,2,,
12005,2,,
12006,2,,
12007,2,,
12008,2,,
12009,2,,
12010,2,,
12011,2,,
12015,2,,
12016,2,,
12017,2,,
12018,2,,
12019,2,,
12020,2,,
12021,2,,
12022,2,,
12023,2,,
12024,2,,
12025,2,,
12026,2,,
12027,2,,
12028,2,,
12029,2,,
12030,2,,
12031,2,,
12032,2,1.9,37.200001
12033,2,1.9,37.200001
12034,2,1.9,37.200001
12035,2,1.9,37.200001
12036,2,,
12037,2,,
12040,2,1.9,37.299999
12043,2,1.9,37.299999
12044,2,1.9,37.200001
13001,2,,
13002,2,,
13003,2,,
13004,2,,
13005,2,,
13006,2,,
13007,2,,
13008,2,,
13009,2,,
13010,2,,
13011,2,,
13012,2,,
13013,2,,
13014,2,,
13015,2,,
13016,2,,
13017,2,,
13018,2,,
13019,2,,
13020,2,,
13021,2,,
13022,2,,
13023,2,,
13025,2,,
13026,2,,
13028,2,,
13029,2,,
13030,2,1.6,37.599998
13035,2,,
13036,2,,
14001,2,,
14002,2,,
14003,2,,
14004,2,,
14005,2,,
14006,2,,
14007,2,,
14008,2,,
14009,2,,
14010,2,,
14011,2,,
14012,2,,
14013,2,,
14014,2,,
14015,2,,
14016,2,,
14017,2,,
14018,2,,
14019,2,,
14020,2,,
14021,2,,
14022,2,,
14023,2,,
14024,2,,
14026,2,,
14027,2,,
14028,2,,
14029,2,,
14030,2,,
14031,2,,
14033,2,,
14035,2,,
14037,2,,
14038,2,,
14039,2,,
14040,2,,
14041,2,,
14043,2,,
14044,2,,
14045,2,,
14046,2,,
14048,2,,
14049,2,,
14050,2,,
14051,2,,
14052,2,,
14053,2,,
14054,2,,
14056,2,2.7,36.700001
14057,2,,
14058,2,,
14060,2,,
14061,2,,
14062,2,,
14064,2,,
14065,2,,
14066,2,,
14067,2,,
14068,2,,
14069,2,,
14071,2,,
14073,2,,
14074,2,,
14075,2,,
14076,2,,
14077,2,,
14078,2,,
14082,2,,
14083,2,,
14085,2,,
14086,2,,
14087,2,,
14088,2,,
14089,2,,
14090,2,,
14091,2,,
14092,2,2.8,36.700001
14094,2,,
14095,2,,
14096,2,,
14097,2,,
14098,2,,
14099,2,,
14100,2,,
14103,2,,
14104,2,,
14105,2,,
14106,2,,
14108,2,,
14109,2,,
14110,2,,
14111,2,,
14112,2,,
14113,2,,
14114,2,,
14115,2,,
14116,2,,
14124,2,2.8,36.700001
14125,2,2.8,36.700001
14129,2,2.8,36.700001
15001,2,,
15002,2,,
15003,2,,
15005,2,1.6,37.400002
15006,2,1.6,37.400002
15007,2,,
15008,2,,
15009,2,,
15010,2,,
15012,2,,
15013,2,,
15014,2,1.6,37.400002
15016,2,,
15018,2,,
15019,2,,
15020,2,,
15021,2,,
15022,2,,
15023,2,,
15024,2,1.7,37.299999
15025,2,,
15026,2,,
15027,2,1.7,37.299999
15028,2,,
15029,2,,
15030,2,,
15031,2,,
15033,2,,
15034,2,,
15035,2,,
15036,2,,
15037,2,,
15038,2,,
15039,2,,
15040,2,,
15041,2,,
15042,2,,
15044,2,,
15046,2,,
15047,2,,
15048,2,,
15050,2,,
16002,2,,
16003,2,,
16004,2,,
16006,2,,
16007,2,,
16008,2,,
16009,2,,
16010,2,,
16011,2,,
16012,2,,
16013,2,,
16014,2,,
16015,2,,
16016,2,,
16017,2,,
16018,2,,
16019,2,,
16020,2,,
16021,2,,
16022,2,,
16023,2,,
16024,2,,
16025,2,,
16026,2,,
16027,2,,
16028,2,,
16029,2,,
16030,2,,
16031,2,,
16032,2,,
16033,2,,
16034,2,,
16035,2,,
16036,2,,
16037,2,,
16038,2,,
16039,2,,
16040,2,,
16041,2,,
16042,2,,
16043,2,,
16044,2,,
16045,2,,
16046,2,,
16047,2,,
16051,2,2.0999999,36.900002
16053,2,2.0999999,36.900002
1002,3,,
1003,3,,
1004,3,,
1005,3,,
1006,3,,
1007,3,,
1008,3,,
1009,3,,
1010,3,,
1011,3,,
1012,3,,
1013,3,,
1014,3,,
1015,3,,
1016,3,,
1017,3,,
1018,3,,
1019,3,,
1020,3,,
1021,3,,
1022,3,,
1023,3,,
1024,3,,
1025,3,,
1026,3,,
1027,3,,
1029,3,,
1031,3,,
1032,3,,
1033,3,,
1034,3,,
1035,3,,
1036,3,,
1037,3,,
1038,3,,
1039,3,,
1043,3,,
1045,3,,
1047,3,,
2098,3,2.4000001,38.200001
2106,3,2.4000001,38.099998
2110,3,2.4000001,38.200001
2111,3,2.4000001,38.200001
2112,3,2.5,38.099998
2114,3,2.3,38.099998
2001,3,,
2002,3,,
2004,3,,
2005,3,,
2007,3,,
2008,3,,
2009,3,,
2010,3,,
2011,3,,
2012,3,,
2013,3,,
2015,3,,
2016,3,,
2018,3,,
2019,3,,
2020,3,,
2021,3,,
2022,3,,
2023,3,,
2024,3,,
2025,3,,
2026,3,,
2027,3,,
2028,3,,
2029,3,,
2030,3,,
2031,3,,
2032,3,,
2033,3,,
2034,3,,
2035,3,,
2036,3,,
2037,3,,
2038,3,,
2039,3,,
2040,3,,
2041,3,,
2043,3,,
2044,3,,
2045,3,,
2046,3,,
2047,3,,
2048,3,,
2049,3,,
2050,3,,
2051,3,,
2052,3,,
2054,3,,
2055,3,,
2056,3,,
2057,3,,
2058,3,,
2059,3,,
2060,3,,
2061,3,,
2062,3,,
2063,3,,
2064,3,,
2065,3,,
2066,3,,
2068,3,,
2069,3,,
2070,3,,
2071,3,,
2072,3,,
2073,3,,
2074,3,,
2075,3,,
2076,3,,
2077,3,,
2078,3,,
2079,3,,
2080,3,,
2081,3,,
2082,3,,
2083,3,,
2084,3,,
2086,3,,
2088,3,,
2089,3,,
2090,3,,
2091,3,,
2092,3,,
2093,3,,
2094,3,,
2096,3,,
2097,3,,
2099,3,,
2100,3,,
2102,3,,
2103,3,,
3001,3,,
3002,3,,
3003,3,,
3005,3,,
3006,3,,
3007,3,,
3008,3,,
3009,3,,
3010,3,,
3011,3,,
3012,3,,
3013,3,,
3015,3,,
3016,3,,
3018,3,,
3019,3,,
3020,3,,
3021,3,,
3022,3,,
3023,3,,
3024,3,,
3026,3,,
3027,3,,
3028,3,,
3029,3,,
3030,3,,
3031,3,,
3033,3,,
3034,3,,
3035,3,,
4103,3,3,38.299999
4107,3,,
4108,3,2.7,38.099998
4110,3,,
4111,3,2.8,38.099998
4001,3,,
4002,3,,
4004,3,,
4005,3,,
4006,3,,
4007,3,,
4010,3,,
4011,3,,
4013,3,,
4014,3,,
4015,3,,
4019,3,,
4020,3,,
4021,3,,
4022,3,,
4023,3,,
4024,3,,
4025,3,,
4026,3,,
4027,3,,
4028,3,,
4029,3,,
4030,3,,
4031,3,,
4032,3,,
4033,3,,
4034,3,,
4035,3,,
4037,3,,
4038,3,,
4039,3,,
4040,3,,
4041,3,,
4042,3,,
4043,3,,
4044,3,,
4045,3,,
4048,3,2.9000001,38.400002
4049,3,,
4050,3,,
4051,3,,
4052,3,,
4053,3,,
4054,3,,
4055,3,,
4056,3,2.5999999,38.099998
4057,3,,
4058,3,,
4059,3,,
4060,3,,
4063,3,,
4064,3,,
4066,3,,
4068,3,,
4070,3,,
4071,3,,
4073,3,,
4074,3,,
4075,3,,
4076,3,,
4078,3,2.7,38.099998
4079,3,2.5999999,38.099998
4082,3,,
4083,3,,
4084,3,,
4086,3,,
4087,3,,
4089,3,,
4090,3,,
4091,3,,
4095,3,,
5070,3,3.5,37.5
5088,3,3.4000001,37.299999
5093,3,3.4000001,37.299999
5094,3,3.3,37.299999
5096,3,3.5,37.299999
5001,3,,
5002,3,,
5005,3,,
5008,3,,
5009,3,,
5010,3,,
5011,3,,
5012,3,,
5013,3,,
5015,3,,
5016,3,,
5019,3,,
5020,3,,
5021,3,,
5022,3,,
5024,3,,
5030,3,,
5037,3,,
5045,3,,
5046,3,,
5049,3,,
5050,3,,
5051,3,,
5052,3,,
5053,3,,
5054,3,,
5055,3,,
5056,3,,
5057,3,,
5061,3,,
5066,3,,
5068,3,,
5072,3,,
5073,3,,
5075,3,,
5077,3,,
5082,3,,
5084,3,,
5086,3,,
5089,3,,
6082,3,,
6084,3,,
6115,3,4.1999998,37.599998
5018,3,,
5031,3,,
5038,3,,
5041,3,,
5043,3,,
5047,3,,
6001,3,,
6002,3,,
6004,3,,
6005,3,,
6007,3,,
6008,3,,
6009,3,,
6010,3,,
6011,3,,
6012,3,,
6013,3,,
6014,3,,
6015,3,,
6016,3,,
6018,3,,
6019,3,,
6020,3,,
6021,3,,
6022,3,,
6023,3,,
6024,3,,
6025,3,,
6027,3,,
6028,3,,
6029,3,,
6030,3,,
6031,3,,
6032,3,,
6033,3,,
6034,3,,
6035,3,,
6036,3,,
6038,3,,
6040,3,,
6041,3,,
6042,3,,
6043,3,,
6044,3,,
6045,3,,
6046,3,,
6047,3,,
6048,3,,
6049,3,,
6050,3,,
6052,3,,
6053,3,,
6054,3,,
6056,3,,
6057,3,3.3,37.400002
6058,3,,
6059,3,,
6060,3,,
6061,3,,
6062,3,,
6063,3,,
6064,3,,
6065,3,,
6066,3,,
6067,3,,
6068,3,,
6069,3,,
6070,3,,
6071,3,,
6072,3,,
6073,3,,
6074,3,,
6076,3,,
6077,3,,
6078,3,3.0999999,37.400002
6079,3,,
6081,3,,
6085,3,,
6086,3,,
6087,3,,
6088,3,,
6089,3,,
6090,3,,
6092,3,,
6093,3,,
6094,3,,
6095,3,,
6096,3,,
6098,3,,
6099,3,,
6101,3,,
6102,3,,
6103,3,,
6104,3,,
6105,3,,
6107,3,,
6108,3,,
6109,3,,
6112,3,,
6113,3,,
6114,3,,
6116,3,,
6123,3,,
6124,3,,
7002,3,,
7003,3,,
7004,3,,
7005,3,,
7006,3,,
7007,3,,
7008,3,,
7009,3,,
7010,3,,
7011,3,,
7012,3,,
7013,3,,
7014,3,,
7015,3,,
7016,3,,
7017,3,,
7018,3,,
7019,3,,
7020,3,,
7021,3,,
7022,3,,
7023,3,,
7024,3,,
7025,3,,
7026,3,,
7027,3,,
7028,3,,
7029,3,,
7030,3,,
7031,3,,
7032,3,,
7033,3,,
7034,3,,
7035,3,,
7036,3,,
7037,3,,
7038,3,,
7039,3,,
7040,3,,
7041,3,,
7042,3,,
7043,3,,
7049,3,,
8001,3,,
8002,3,,
8003,3,,
8004,3,,
8005,3,,
8006,3,,
8007,3,,
8009,3,,
8010,3,,
8011,3,,
8012,3,,
8013,3,,
8014,3,,
8015,3,,
8018,3,,
8019,3,,
8020,3,,
8021,3,,
8022,3,,
8023,3,,
8024,3,,
8025,3,,
8026,3,,
8027,3,,
8029,3,,
8030,3,,
8031,3,,
8032,3,,
8033,3,,
8034,3,,
8035,3,,
8036,3,,
8037,3,,
8038,3,,
8039,3,,
8040,3,,
8041,3,,
8042,3,,
8044,3,,
8045,3,,
8046,3,,
8047,3,,
8048,3,,
8049,3,,
8050,3,,
8051,3,,
8052,3,,
8053,3,,
8054,3,,
8055,3,,
8056,3,,
8057,3,,
8059,3,,
8061,3,,
8062,3,,
9001,3,,
9002,3,,
9003,3,,
9004,3,,
9005,3,,
9006,3,,
9007,3,,
9008,3,,
9009,3,,
9010,3,,
9011,3,,
9012,3,,
9013,3,,
9014,3,,
9015,3,,
9016,3,,
9017,3,,
9019,3,,
9020,3,,
9021,3,,
9022,3,,
9023,3,,
9024,3,,
9025,3,,
9026,3,,
9027,3,,
9028,3,,
9029,3,,
9030,3,,
9031,3,,
9032,3,,
9033,3,,
9034,3,,
9035,3,,
9036,3,,
9037,3,,
9038,3,,
9039,3,,
9040,3,,
9041,3,,
9042,3,,
9043,3,,
9044,3,,
9045,3,,
9046,3,,
9047,3,,
9048,3,,
9049,3,,
9050,3,,
9051,3,,
9052,3,,
9054,3,,
9055,3,,
9056,3,,
9057,3,,
9058,3,,
9059,3,,
9060,3,,
9061,3,,
9062,3,,
9063,3,,
9064,3,,
9065,3,,
9066,3,,
9067,3,,
9068,3,,
9069,3,,
9070,3,,
9071,3,,
9072,3,,
9073,3,,
9074,3,,
9075,3,,
9077,3,,
9078,3,,
9080,3,,
9081,3,,
9082,3,,
9083,3,,
9084,3,,
9085,3,,
9086,3,,
9087,3,,
9088,3,,
9089,3,,
9090,3,,
9091,3,,
9092,3,,
9093,3,,
9094,3,,
9095,3,,
9096,3,2.7,37.5
9097,3,,
9098,3,,
9099,3,,
9100,3,,
9108,3,,
10006,3,2.5999999,37.5
10031,3,2.7,37.5
10033,3,2.7,37.5
9053,3,2.5,37.700001
9076,3,,
9079,3,,
10001,3,,
10002,3,,
10003,3,,
10004,3,,
10005,3,,
10007,3,,
10009,3,,
10010,3,,
10011,3,,
10012,3,,
10013,3,,
10014,3,,
10015,3,,
10016,3,,
10017,3,,
10018,3,,
10019,3,,
10020,3,,
10021,3,,
10022,3,,
10023,3,,
10024,3,,
10025,3,,
10026,3,,
10027,3,,
10029,3,,
10030,3,,
11064,3,2,37.900002
11001,3,,
11002,3,,
11003,3,,
11004,3,,
11005,3,,
11006,3,,
11007,3,,
11008,3,,
11010,3,,
11011,3,,
11012,3,,
11013,3,,
11014,3,,
11015,3,,
11018,3,,
11020,3,,
11021,3,,
11022,3,,
11023,3,,
11024,3,,
11025,3,,
11026,3,,
11027,3,,
11028,3,,
11029,3,,
11030,3,,
11032,3,,
11033,3,,
11034,3,,
11035,3,,
11036,3,,
11037,3,,
11038,3,,
11039,3,,
11040,3,,
11041,3,,
11042,3,,
11044,3,,
11045,3,,
11049,3,,
11050,3,,
11051,3,,
11052,3,,
11054,3,,
11055,3,,
12001,3,,
12002,3,,
12003,3,,
12004,3,,
12005,3,,
12006,3,,
12007,3,,
12008,3,,
12009,3,,
12010,3,,
12011,3,,
12015,3,,
12016,3,,
12017,3,,
12018,3,,
12019,3,,
12020,3,,
12021,3,,
12022,3,,
12023,3,,
12024,3,,
12025,3,,
12026,3,,
12027,3,,
12028,3,,
12029,3,,
12030,3,,
12031,3,,
12032,3,,
12033,3,,
12034,3,,
12035,3,,
12036,3,,
12037,3,,
12040,3,,
12043,3,,
12044,3,,
13001,3,,
13002,3,,
13003,3,,
13004,3,,
13005,3,,
13006,3,,
13007,3,,
13008,3,,
13009,3,,
13010,3,,
13011,3,,
13012,3,,
13013,3,,
13014,3,,
13015,3,,
13016,3,,
13017,3,,
13018,3,,
13019,3,,
13020,3,,
13021,3,,
13022,3,,
13023,3,,
13025,3,,
13026,3,,
13028,3,,
13029,3,,
13030,3,,
13035,3,,
13036,3,,
14117,3,2.8,36.799999
14118,3,2.8,36.700001
14120,3,2.8,36.700001
14121,3,2.8,36.700001
14130,3,2.7,36.900002
14001,3,,
14002,3,,
14003,3,,
14004,3,,
14005,3,,
14006,3,,
14008,3,,
14009,3,,
14010,3,,
14011,3,,
14012,3,,
14013,3,,
14014,3,,
14015,3,,
14016,3,,
14017,3,,
14018,3,,
14019,3,,
14020,3,,
14021,3,,
14022,3,,
14024,3,,
14027,3,,
14028,3,,
14029,3,,
14030,3,,
14031,3,,
14033,3,,
14035,3,,
14037,3,,
14038,3,,
14039,3,,
14040,3,,
14041,3,,
14043,3,,
14044,3,,
14045,3,,
14046,3,,
14048,3,,
14049,3,,
14050,3,,
14051,3,,
14052,3,,
14053,3,,
14054,3,,
14056,3,3,36.900002
14057,3,,
14058,3,2.7,36.900002
14060,3,,
14061,3,,
14062,3,,
14064,3,,
14065,3,,
14066,3,,
14067,3,,
14068,3,,
14069,3,,
14071,3,,
14073,3,,
14075,3,2.8,36.700001
14076,3,,
14077,3,,
14078,3,,
14082,3,,
14083,3,,
14085,3,,
14086,3,,
14087,3,,
14088,3,,
14089,3,,
14090,3,,
14091,3,,
14092,3,,
14094,3,,
14095,3,,
14096,3,,
14097,3,,
14098,3,,
14099,3,,
14100,3,,
14103,3,,
14104,3,,
14105,3,,
14106,3,,
14109,3,,
14110,3,,
14111,3,,
14112,3,,
14113,3,,
14114,3,,
14115,3,,
14116,3,,
14124,3,,
14125,3,,
14129,3,,
15049,3,,
15001,3,,
15002,3,,
15003,3,,
15005,3,,
15006,3,,
15007,3,,
15008,3,,
15009,3,,
15010,3,,
15012,3,,
15013,3,,
15014,3,,
15016,3,,
15018,3,,
15019,3,,
15020,3,,
15021,3,,
15022,3,,
15023,3,,
15024,3,,
15025,3,,
15026,3,,
15027,3,,
15028,3,,
15029,3,,
15030,3,,
15031,3,,
15033,3,,
15034,3,,
15035,3,,
15036,3,,
15037,3,,
15038,3,,
15039,3,,
15040,3,,
15041,3,,
15042,3,,
15044,3,,
15046,3,,
15047,3,,
15050,3,,
16048,3,2.0999999,37.200001
16049,3,,
16050,3,2.2,37
16052,3,2.3,37.099998
16004,3,,
16006,3,,
16007,3,,
16008,3,,
16009,3,,
16010,3,,
16011,3,,
16012,3,,
16013,3,,
16014,3,,
16015,3,,
16016,3,,
16017,3,,
16019,3,,
16020,3,,
16021,3,,
16022,3,,
16023,3,,
16024,3,,
16025,3,,
16026,3,,
16027,3,,
16028,3,,
16029,3,,
16030,3,,
16031,3,,
16032,3,,
16033,3,,
16034,3,,
16035,3,,
16036,3,,
16037,3,,
16038,3,,
16040,3,,
16041,3,,
16042,3,,
16043,3,,
16044,3,,
16045,3,,
16046,3,,
16047,3,,
16051,3,,
16053,3,,
1042,4,2.3,38
2015,4,2.2,38.200001
2053,4,2.3,38
2076,4,2.3,38.099998
2077,4,2.3,38.099998
2078,4,2.3,38.099998
2080,4,2.3,38
2081,4,2.3,38.099998
2082,4,2.3,38.099998
2084,4,2.3,38.099998
2086,4,2.3,38.099998
2089,4,2.3,38.099998
2090,4,2.3,38.099998
2091,4,2.3,38.099998
2092,4,2.3,38.099998
2093,4,2.3,38.099998
2094,4,2.3,38.099998
2096,4,2.3,38.099998
2097,4,2.3,38.099998
2126,4,2.3,38.099998
3034,4,2.3,38
3041,4,2.3,38
4013,4,2.8,38.099998
4014,4,2.8,38.099998
4019,4,3.2,37.400002
4048,4,2.8,38.200001
4051,4,2.9000001,38.099998
4057,4,2.8,38.099998
4062,4,2.7,38.099998
4069,4,2.7,38.200001
5009,4,3.3,37.299999
5019,4,3.4000001,37.299999
5020,4,3.4000001,37.299999
5021,4,3.4000001,37.299999
5024,4,3.3,37.299999
5084,4,3.4000001,37.299999
6059,4,3.0999999,37.400002
6061,4,3.0999999,37.400002
6100,4,3.0999999,37.400002
8070,4,2.2,37.900002
9070,4,2.5,37.599998
9087,4,2.5,37.599998
9102,4,2.5999999,37.5
9106,4,2.5,37.599998
9111,4,2.5,37.599998
10006,4,2.5999999,37.5
10036,4,2.5999999,37.5
11056,4,2.2,37.900002
11057,4,2.2,37.900002
11060,4,2.2,37.900002
11068,4,2.2,37.900002
12007,4,1.9,37.200001
12008,4,1.9,37.200001
12009,4,1.9,37.200001
12010,4,1.9,37.200001
12011,4,1.9,37.200001
12023,4,1.9,37.299999
12024,4,1.9,37.299999
12025,4,1.9,37.299999
12033,4,1.9,37.200001
12034,4,1.9,37.200001
12035,4,1.9,37.200001
12044,4,1.9,37.200001
13030,4,1.6,37.599998
