hhid,round,comment,foodclass,foodtype,s11q2,s11q6a,s11q7
1014,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
1014,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
1014,6,0,DRINKS,Other drinks,Yes,PURCHASE,Three days
1014,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",No,,
1014,6,0,OTHER,Chat/qat/miraa,Yes,SELF PRODUCTION,Five days
1014,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",Yes,IN-KIND PAYMENT,Two days
1014,6,0,WILD FOOD,Wild food,No,,
1015,6,0,CEREALS,Maize - grain,Yes,PURCHASE,One day
1015,6,0,CEREALS,Maize - flour (pre-packed),Yes,PURCHASE,One day
1015,6,0,CEREALS,Maize - flour (Posho),No,,
1015,6,0,CEREALS,Wheat flour,Yes,PURCHASE,One day
1015,6,0,CEREALS,Rice,Yes,PURCHASE,Three days
1015,6,0,CEREALS,"Other cereals (grains, pasta, bread)",Yes,PURCHASE,Seven days
1015,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,Yes,PURCHASE,One day
1015,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,PURCHASE,One day
1015,6,0,EGGS,Eggs,No,,
1015,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,PURCHASE,Seven days
1015,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,Yes,PURCHASE,One day
1015,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
1015,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Seven days
1015,6,0,OILS AND FATS,Cooking fat (solids),No,,
1015,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
1015,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
1015,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
1015,6,0,VEGETABLES,Onions,Yes,PURCHASE,Seven days
1015,6,0,VEGETABLES,Tomatoes and tomato paste,Yes,PURCHASE,Seven days
1015,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",Yes,PURCHASE,One day
1015,6,0,FRUITS,"Fruits (banana, lemon, etc.)",Yes,PURCHASE,One day
1015,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
1015,6,0,DRINKS,Other drinks,Yes,IN-KIND PAYMENT,One day
1015,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",No,,
1015,6,0,OTHER,Chat/qat/miraa,No,,
1015,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
1015,6,0,WILD FOOD,Wild food,No,,
1016,6,0,CEREALS,Maize - grain,Yes,PURCHASE,One day
1016,6,0,CEREALS,Maize - flour (pre-packed),Yes,PURCHASE,Three days
1016,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,One day
1016,6,0,CEREALS,Wheat flour,Yes,PURCHASE,Three days
1016,6,0,CEREALS,Rice,No,,
1016,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
1016,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,Yes,PURCHASE,Two days
1016,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,PURCHASE,Three days
1016,6,0,EGGS,Eggs,No,,
1016,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",No,,
1016,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,No,,
1016,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
1016,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Seven days
1016,6,0,OILS AND FATS,Cooking fat (solids),No,,
1016,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
1016,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
1016,6,0,SALT AND SPICES,"Spices (chilli, etc.)",Yes,PURCHASE,One day
1016,6,0,VEGETABLES,Onions,Yes,PURCHASE,Three days
1016,6,0,VEGETABLES,Tomatoes and tomato paste,Yes,PURCHASE,Four days
1016,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",Yes,PURCHASE,Two days
1016,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
1016,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
1016,6,0,DRINKS,Other drinks,Yes,PURCHASE,Seven days
1016,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Seven days
1016,6,0,OTHER,Chat/qat/miraa,No,,
1016,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
1016,6,0,WILD FOOD,Wild food,No,,
1017,6,0,CEREALS,Maize - grain,Yes,SELF PRODUCTION,Six days
1017,6,0,CEREALS,Maize - flour (pre-packed),No,,
1017,6,0,CEREALS,Maize - flour (Posho),Yes,SELF PRODUCTION,Seven days
1017,6,0,CEREALS,Wheat flour,No,,
1017,6,0,CEREALS,Rice,Yes,IN-KIND PAYMENT,Two days
1017,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
1017,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,Yes,IN-KIND PAYMENT,Three days
1017,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,IN-KIND PAYMENT,Five days
1017,6,0,EGGS,Eggs,No,,
1017,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,PURCHASE,Seven days
1017,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,No,,
1017,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
1017,6,0,OILS AND FATS,Cooking oil (liquids),Yes,CREDIT/LOAN,Six days
1017,6,0,OILS AND FATS,Cooking fat (solids),No,,
1017,6,0,SUGAR,Sugar,Yes,CREDIT/LOAN,Seven days
1017,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,One day
1017,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
1017,6,0,VEGETABLES,Onions,Yes,PURCHASE,Seven days
1017,6,0,VEGETABLES,Tomatoes and tomato paste,No,,
1017,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",No,,
1017,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
1017,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
1017,6,0,DRINKS,Other drinks,No,,
1017,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Seven days
1017,6,0,OTHER,Chat/qat/miraa,No,,
1017,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
1017,6,0,WILD FOOD,Wild food,No,,
1018,6,0,CEREALS,Maize - grain,Yes,SELF PRODUCTION,Two days
1018,6,0,CEREALS,Maize - flour (pre-packed),No,,
1018,6,0,CEREALS,Maize - flour (Posho),Yes,SELF PRODUCTION,Five days
1018,6,0,CEREALS,Wheat flour,Yes,PURCHASE,Five days
1018,6,0,CEREALS,Rice,No,,
1018,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
1018,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,Yes,PURCHASE,Five days
1018,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,SELF PRODUCTION,Seven days
1018,6,0,EGGS,Eggs,No,,
1018,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,SELF PRODUCTION,Seven days
1018,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,No,,
1018,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
1018,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Seven days
1018,6,0,OILS AND FATS,Cooking fat (solids),No,,
1018,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
1018,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
1018,6,0,SALT AND SPICES,"Spices (chilli, etc.)",Yes,PURCHASE,Seven days
1018,6,0,VEGETABLES,Onions,Yes,PURCHASE,Seven days
1018,6,0,VEGETABLES,Tomatoes and tomato paste,Yes,PURCHASE,Seven days
1018,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",Yes,PURCHASE,Three days
1018,6,0,FRUITS,"Fruits (banana, lemon, etc.)",Yes,PURCHASE,One day
1018,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
1018,6,0,DRINKS,Other drinks,No,,
1018,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",No,,
1018,6,0,OTHER,Chat/qat/miraa,No,,
1018,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
1018,6,0,WILD FOOD,Wild food,No,,
1019,6,0,CEREALS,Maize - grain,No,,
1019,6,0,CEREALS,Maize - flour (pre-packed),Yes,PURCHASE,Three days
1019,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,Three days
1019,6,0,CEREALS,Wheat flour,Yes,PURCHASE,Four days
1019,6,0,CEREALS,Rice,Yes,PURCHASE,Three days
1019,6,0,CEREALS,"Other cereals (grains, pasta, bread)",Yes,PURCHASE,One day
1019,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,Yes,PURCHASE,Three days
1019,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,PURCHASE,Three days
1019,6,0,EGGS,Eggs,No,,
1019,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",No,,
1019,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,No,,
1019,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
1019,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Three days
1019,6,0,OILS AND FATS,Cooking fat (solids),No,,
1019,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
1019,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
1019,6,0,SALT AND SPICES,"Spices (chilli, etc.)",Yes,PURCHASE,Two days
1019,6,0,VEGETABLES,Onions,Yes,PURCHASE,Two days
1019,6,0,VEGETABLES,Tomatoes and tomato paste,Yes,PURCHASE,Two days
1019,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",Yes,PURCHASE,One day
1019,6,0,FRUITS,"Fruits (banana, lemon, etc.)",Yes,PURCHASE,One day
1019,6,0,DRINKS,Tea leaves,Yes,PURCHASE,One day
1019,6,0,DRINKS,Other drinks,No,,
1019,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",No,,
1019,6,0,OTHER,Chat/qat/miraa,No,,
1019,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
1019,6,0,WILD FOOD,Wild food,No,,
1021,6,0,CEREALS,Maize - grain,No,,
1021,6,0,CEREALS,Maize - flour (pre-packed),Yes,PURCHASE,Three days
1021,6,0,CEREALS,Maize - flour (Posho),No,,
1021,6,0,CEREALS,Wheat flour,Yes,PURCHASE,Seven days
1021,6,0,CEREALS,Rice,Yes,PURCHASE,Two days
1021,6,0,CEREALS,"Other cereals (grains, pasta, bread)",Yes,PURCHASE,Two days
1021,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,Yes,PURCHASE,Seven days
1021,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,PURCHASE,Two days
1021,6,0,EGGS,Eggs,Yes,SELF PRODUCTION,Five days
1021,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,PURCHASE,Seven days
1021,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,Yes,PURCHASE,Three days
1021,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
1021,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Seven days
1021,6,0,OILS AND FATS,Cooking fat (solids),No,,
1021,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
1021,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
1021,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
1021,6,0,VEGETABLES,Onions,Yes,PURCHASE,Seven days
1021,6,0,VEGETABLES,Tomatoes and tomato paste,Yes,PURCHASE,Seven days
1021,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",Yes,SELF PRODUCTION,Two days
1021,6,0,FRUITS,"Fruits (banana, lemon, etc.)",Yes,PURCHASE,Five days
1021,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
1021,6,0,DRINKS,Other drinks,Yes,PURCHASE,Three days
1021,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Seven days
1021,6,0,OTHER,Chat/qat/miraa,No,,
1021,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",Yes,PURCHASE,One day
1021,6,0,WILD FOOD,Wild food,No,,
1022,6,0,CEREALS,Maize - grain,Yes,PURCHASE,Two days
1022,6,0,CEREALS,Maize - flour (pre-packed),Yes,PURCHASE,Two days
1022,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,Two days
1022,6,0,CEREALS,Wheat flour,Yes,PURCHASE,Two days
1022,6,0,CEREALS,Rice,Yes,PURCHASE,One day
1022,6,0,CEREALS,"Other cereals (grains, pasta, bread)",Yes,PURCHASE,Three days
1022,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,Yes,PURCHASE,One day
1022,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,PURCHASE,Two days
1022,6,0,EGGS,Eggs,Yes,PURCHASE,Three days
1022,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,PURCHASE,Four days
1022,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,Yes,PURCHASE,One day
1022,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",Yes,PURCHASE,One day
1022,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Three days
1022,6,0,OILS AND FATS,Cooking fat (solids),Yes,PURCHASE,Two days
1022,6,0,SUGAR,Sugar,Yes,PURCHASE,Two days
1022,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Three days
1022,6,0,SALT AND SPICES,"Spices (chilli, etc.)",Yes,PURCHASE,Two days
1022,6,0,VEGETABLES,Onions,Yes,PURCHASE,Two days
1022,6,0,VEGETABLES,Tomatoes and tomato paste,Yes,PURCHASE,Two days
1022,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",Yes,PURCHASE,One day
1022,6,0,FRUITS,"Fruits (banana, lemon, etc.)",Yes,PURCHASE,One day
1022,6,0,DRINKS,Tea leaves,Yes,PURCHASE,One day
1022,6,0,DRINKS,Other drinks,Yes,PURCHASE,One day
1022,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",No,,
1022,6,0,OTHER,Chat/qat/miraa,No,,
1022,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",Yes,PURCHASE,One day
1022,6,0,WILD FOOD,Wild food,No,,
1023,6,0,CEREALS,Maize - grain,Yes,SELF PRODUCTION,One day
1023,6,0,CEREALS,Maize - flour (pre-packed),No,,
1023,6,0,CEREALS,Maize - flour (Posho),Yes,SELF PRODUCTION,Three days
1023,6,0,CEREALS,Wheat flour,No,,
1023,6,0,CEREALS,Rice,No,,
1023,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
1023,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,Yes,IN-KIND PAYMENT,One day
1023,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,SELF PRODUCTION,Two days
1023,6,0,EGGS,Eggs,No,,
1023,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,PURCHASE,Five days
1023,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,Yes,PURCHASE,One day
1023,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
1023,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Seven days
1023,6,0,OILS AND FATS,Cooking fat (solids),No,,
1023,6,0,SUGAR,Sugar,Yes,PURCHASE,Four days
1023,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
1023,6,0,SALT AND SPICES,"Spices (chilli, etc.)",Yes,PURCHASE,Three days
1023,6,0,VEGETABLES,Onions,No,,
1023,6,0,VEGETABLES,Tomatoes and tomato paste,No,,
1023,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",No,,
1023,6,0,FRUITS,"Fruits (banana, lemon, etc.)",Yes,PURCHASE,One day
1023,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
1023,6,0,DRINKS,Other drinks,No,,
1023,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Seven days
1023,6,0,OTHER,Chat/qat/miraa,Yes,PURCHASE,One day
1023,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
1023,6,0,WILD FOOD,Wild food,No,,
1024,6,0,CEREALS,Maize - grain,Yes,SELF PRODUCTION,Three days
1024,6,0,CEREALS,Maize - flour (pre-packed),No,,
1024,6,0,CEREALS,Maize - flour (Posho),Yes,SELF PRODUCTION,Three days
1024,6,0,CEREALS,Wheat flour,Yes,PURCHASE,Seven days
1024,6,0,CEREALS,Rice,Yes,PURCHASE,Three days
1024,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
1024,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,Yes,PURCHASE,Three days
1024,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,SELF PRODUCTION,Seven days
1024,6,0,EGGS,Eggs,No,,
1024,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,SELF PRODUCTION,Seven days
1024,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,Yes,PURCHASE,Two days
1024,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
1024,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Seven days
1024,6,0,OILS AND FATS,Cooking fat (solids),No,,
1024,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
1024,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
1024,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
1024,6,0,VEGETABLES,Onions,Yes,PURCHASE,Seven days
1024,6,0,VEGETABLES,Tomatoes and tomato paste,Yes,PURCHASE,Seven days
1024,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",Yes,PURCHASE,Seven days
1024,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
1024,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
1024,6,0,DRINKS,Other drinks,No,,
1024,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",No,,
1024,6,0,OTHER,Chat/qat/miraa,No,,
1024,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
1024,6,0,WILD FOOD,Wild food,No,,
1025,6,0,CEREALS,Maize - grain,Yes,SELF PRODUCTION,Seven days
1025,6,0,CEREALS,Maize - flour (pre-packed),Yes,PURCHASE,Three days
1025,6,0,CEREALS,Maize - flour (Posho),No,,
1025,6,0,CEREALS,Wheat flour,No,,
1025,6,0,CEREALS,Rice,No,,
1025,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
1025,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,No,,
1025,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,PURCHASE,Seven days
1025,6,0,EGGS,Eggs,No,,
1025,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,PURCHASE,Seven days
1025,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,No,,
1025,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
1025,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Seven days
1025,6,0,OILS AND FATS,Cooking fat (solids),No,,
1025,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
1025,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
1025,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
1025,6,0,VEGETABLES,Onions,No,,
1025,6,0,VEGETABLES,Tomatoes and tomato paste,No,,
1025,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",Yes,PURCHASE,Three days
1025,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
1025,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
1025,6,0,DRINKS,Other drinks,Yes,PURCHASE,One day
1025,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Seven days
1025,6,0,OTHER,Chat/qat/miraa,Yes,PURCHASE,Seven days
1025,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",Yes,PURCHASE,One day
1025,6,0,WILD FOOD,Wild food,No,,
1026,6,0,CEREALS,Maize - grain,Yes,PURCHASE,Two days
1026,6,0,CEREALS,Maize - flour (pre-packed),No,,
1026,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,Three days
1026,6,0,CEREALS,Wheat flour,Yes,PURCHASE,Three days
1026,6,0,CEREALS,Rice,Yes,PURCHASE,Three days
1026,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
1026,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,Yes,PURCHASE,Four days
1026,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",No,,
1026,6,0,EGGS,Eggs,No,,
1026,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,SELF PRODUCTION,Seven days
1026,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,No,,
1026,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
1026,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Seven days
1026,6,0,OILS AND FATS,Cooking fat (solids),Yes,PURCHASE,Seven days
1026,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
1026,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
1026,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
1026,6,0,VEGETABLES,Onions,Yes,PURCHASE,Five days
1026,6,0,VEGETABLES,Tomatoes and tomato paste,Yes,PURCHASE,Four days
1026,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",Yes,PURCHASE,Seven days
1026,6,0,FRUITS,"Fruits (banana, lemon, etc.)",Yes,PURCHASE,Three days
1026,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
1026,6,0,DRINKS,Other drinks,No,,
1026,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",No,,
1026,6,0,OTHER,Chat/qat/miraa,No,,
1026,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
1026,6,0,WILD FOOD,Wild food,No,,
1027,6,0,CEREALS,Maize - grain,No,,
1027,6,0,CEREALS,Maize - flour (pre-packed),No,,
1027,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,Seven days
1027,6,0,CEREALS,Wheat flour,Yes,PURCHASE,Seven days
1027,6,0,CEREALS,Rice,Yes,PURCHASE,Three days
1027,6,0,CEREALS,"Other cereals (grains, pasta, bread)",Yes,PURCHASE,One day
1027,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,Yes,PURCHASE,Four days
1027,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",No,,
1027,6,0,EGGS,Eggs,No,,
1027,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,PURCHASE,Four days
1027,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,Yes,PURCHASE,Three days
1027,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
1027,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Seven days
1027,6,0,OILS AND FATS,Cooking fat (solids),No,,
1027,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
1027,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
1027,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
1027,6,0,VEGETABLES,Onions,Yes,PURCHASE,Seven days
1027,6,0,VEGETABLES,Tomatoes and tomato paste,Yes,PURCHASE,Seven days
1027,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",Yes,PURCHASE,Three days
1027,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
1027,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
1027,6,0,DRINKS,Other drinks,No,,
1027,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",No,,
1027,6,0,OTHER,Chat/qat/miraa,No,,
1027,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
1027,6,0,WILD FOOD,Wild food,No,,
1029,6,0,CEREALS,Maize - grain,Yes,PURCHASE,Two days
1029,6,0,CEREALS,Maize - flour (pre-packed),Yes,PURCHASE,Two days
1029,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,Three days
1029,6,0,CEREALS,Wheat flour,Yes,PURCHASE,One day
1029,6,0,CEREALS,Rice,Yes,PURCHASE,Three days
1029,6,0,CEREALS,"Other cereals (grains, pasta, bread)",Yes,PURCHASE,Four days
1029,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,No,,
1029,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,PURCHASE,Two days
1029,6,0,EGGS,Eggs,No,,
1029,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",No,,
1029,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,Yes,PURCHASE,Two days
1029,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
1029,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Five days
1029,6,0,OILS AND FATS,Cooking fat (solids),Yes,PURCHASE,Three days
1029,6,0,SUGAR,Sugar,Yes,PURCHASE,Six days
1029,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
1029,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
1029,6,0,VEGETABLES,Onions,Yes,PURCHASE,Two days
1029,6,0,VEGETABLES,Tomatoes and tomato paste,Yes,PURCHASE,Two days
1029,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",Yes,PURCHASE,Two days
1029,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
1029,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
1029,6,0,DRINKS,Other drinks,No,,
1029,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",No,,
1029,6,0,OTHER,Chat/qat/miraa,No,,
1029,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
