hhid,round,comment,s12q14,s12q15,s12q1,s12q1b,s12q2,s12q2b,s12q3,s12q4,s12q5,s12q6,s12q6b,s12q7,s12q8,s12q9,s12q9b,s12q10a,s12q10b,s12q11,s12q12,s12q12b,s12q13
2009,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
2009,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
2009,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,No
2010,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Public tap,,0,10,Yes,Public tap,,Yes
2010,3,0,Remained the same,,,,,,,,,,,,,Protected well,,0,30,No,Protected well,,No
2010,4,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Borehole,,Yes
2010,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
2010,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,0,Yes,Borehole,,Yes
2011,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,Yes,Ventilation improved pit latrine,Public tap,,0,20,Yes,Public tap,,No
2011,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
2011,4,0,Remained the same,,,,,,,,,,,,,Public tap,,0,10,Yes,Public tap,,Yes
2011,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,5,Yes,Borehole,,Yes
2011,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,5,Yes,Borehole,,Yes
2012,1,,,,Wood,,Sand/Earth,,3,Traditional fire,Collected firewood,Collected firewood,,Yes,Uncovered pit latrine,Public tap,,0,10,Yes,Public tap,,Yes
2012,3,0,Worsened,,Mud/Dung,,Sand/Earth,,5,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Public tap,,0,10,Yes,Public tap,,Yes
2012,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
2012,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,No
2012,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
2013,1,,,,Wood,,Sand/Earth,,4,Traditional fire,Collected firewood,Paraffin,,No,,Public tap,,0,10,Yes,Public tap,,No
2013,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Borehole,,Yes
2013,4,0,Worsened,,Mud/Dung,,Sand/Earth,,1,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Borehole,,0,30,Yes,Borehole,,Yes
2013,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,No
2013,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,5,Yes,Unprotected spring,,Yes
2014,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Public tap,,1,0,Yes,Public tap,,Yes
2015,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Collected firewood,,No,,Public tap,,0,10,Yes,Public tap,,Yes
2015,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Borehole,,Yes
2015,4,0,Worsened,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,Yes,Covered pit latrine,Borehole,,0,8,No,Borehole,,Yes
2015,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
2015,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,5,Yes,Public tap,,No
2016,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Public tap,,0,10,Yes,Public tap,,Yes
2016,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
2016,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
2016,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
2016,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
2017,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Paraffin,Collected firewood,,Yes,Covered pit latrine,Other (specify),SCHOOL TAP,0,10,Yes,Other (specify),SCHOOL TAP,Yes
2017,6,0,,Remained the same,Brick/Block/Cement,,Cement,,2,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Protected well,,0,10,Yes,Protected well,,Yes
2018,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Collected firewood,,Yes,Covered pit latrine,Public tap,,0,10,Yes,Public tap,,No
2018,3,0,improved,,Mud/Dung,,Sand/Earth,,3,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Borehole,,0,20,Yes,Borehole,,Yes
2018,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,No,Borehole,,Yes
2018,5,0,improved,,Mud/Dung,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Borehole,,0,20,Yes,Borehole,,Yes
2018,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,5,Yes,Borehole,,Yes
2019,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Paraffin,Collected firewood,,Yes,Uncovered pit latrine,Public tap,,0,30,Yes,Public tap,,Yes
2019,3,0,Worsened,,Mud/Dung,,Sand/Earth,,3,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Public tap,,0,20,Yes,Public tap,,Yes
2019,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
2019,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
2019,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,No
2020,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Public tap,,0,20,No,Public tap,,Yes
2020,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
2020,4,0,Remained the same,,,,,,,,,,,,,Public tap,,0,5,Yes,Public tap,,Yes
2020,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
2020,6,0,improved,,Mud/Dung,,Sand/Earth,,2,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,0,Yes,Borehole,,Yes
2021,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,10,Yes,Borehole,,Yes
2021,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
2021,4,0,improved,,Mud/Dung,,Sand/Earth,,6,Traditional fire,Collected firewood,Paraffin,,No,,Borehole,,0,20,Yes,Borehole,,Yes
2021,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
2021,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,0,Yes,Borehole,,Yes
2022,1,,,,Wood,,Sand/Earth,,3,Traditional fire,Collected firewood,Paraffin,,No,,Public tap,,0,40,Yes,Public tap,,Yes
2022,3,0,improved,,Mud/Dung,,Sand/Earth,,5,Traditional fire,Collected firewood,Paraffin,,No,,Borehole,,0,20,Yes,Borehole,,Yes
2022,4,0,improved,,Mud/Dung,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Borehole,,0,30,Yes,Borehole,,Yes
2022,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
2022,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
2023,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Public tap,,0,40,Yes,Public tap,,Yes
2023,3,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
2023,4,0,Remained the same,,,,,,,,,,,,,Public tap,,0,40,Yes,Public tap,,No
2023,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
2023,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,20,Yes,Public tap,,Yes
2024,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,Yes,Uncovered pit latrine,Public tap,,0,45,Yes,Public tap,,Yes
2024,3,0,Remained the same,,,,,,,,,,,,,Public tap,,0,10,Yes,Public tap,,Yes
2024,4,0,Remained the same,,,,,,,,,,,,,Borehole,,3,,Yes,Borehole,,Yes
2024,5,0,Remained the same,,,,,,,,,,,,,Public tap,,0,20,Yes,Borehole,,Yes
2024,6,0,improved,,Mud/Dung,,Sand/Earth,,3,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Borehole,,0,30,Yes,Borehole,,Yes
2025,1,,,,Wood,,Sand/Earth,,3,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Public tap,,0,50,Yes,Public tap,,No
2025,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Borehole,,No
2025,4,0,Remained the same,,,,,,,,,,,,,Public tap,,0,20,Yes,Public tap,,Yes
2025,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
2025,6,0,improved,,Brick/Block/Cement,,Cement,,3,Traditional fire,Collected firewood,Solar,,Yes,Covered pit latrine,Public tap,,0,50,Yes,Public tap,,No
2026,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,Yes,Ventilation improved pit latrine,Public tap,,0,50,Yes,Public tap,,No
2026,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Borehole,,Yes
2026,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,2,No,Unprotected well,,Yes
2026,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,No
2026,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,30,Yes,Public tap,,No
2027,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Public tap,,0,50,Yes,Public tap,,No
2027,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2027,4,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Borehole,,Yes
2027,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,No
2027,6,0,improved,,Brick/Block/Cement,,Cement,,3,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Borehole,,0,30,Yes,Borehole,,Yes
2028,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,Yes,Ventilation improved pit latrine,Public tap,,0,30,No,Public tap,,No
2028,3,0,Remained the same,,,,,,,,,,,,,Public tap,,0,30,Yes,Public tap,,Yes
2028,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
2028,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
2028,6,0,improved,,Mud/Dung,,Sand/Earth,,2,Traditional fire,Collected firewood,Solar,,Yes,Covered pit latrine,Protected well,,0,40,Yes,Protected well,,Yes
2029,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Unprotected well,,1,30,No,Unprotected well,,No
2029,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,Yes
2029,4,0,Remained the same,,,,,,,,,,,,,Public tap,,2,,No,Borehole,,Yes
2029,5,0,Remained the same,,,,,,,,,,,,,Public tap,,1,,Yes,Borehole,,Yes
2029,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,50,Yes,Borehole,,Yes
2030,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,Yes,Ventilation improved pit latrine,Public tap,,0,10,Yes,Public tap,,Yes
2030,3,0,Worsened,,Brick/Block/Cement,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Public tap,,0,10,Yes,Public tap,,Yes
2030,4,0,improved,,Mud/Dung,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,Yes,Uncovered pit latrine,Public tap,,0,30,Yes,Public tap,,Yes
2030,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
2031,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Public tap,,0,30,Yes,Public tap,,No
2031,3,0,Worsened,,Mud/Dung,,Sand/Earth,,4,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Public tap,,0,40,Yes,Public tap,,Yes
2031,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,15,Yes,Borehole,,Yes
2031,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
2031,6,0,Worsened,,Mud/Dung,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Protected well,,10,,Yes,Protected well,,Yes
2032,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Public tap,,0,50,No,Public tap,,Yes
2032,3,0,Remained the same,,,,,,,,,,,,,Public tap,,1,,Yes,Public tap,,Yes
2032,4,0,Remained the same,,,,,,,,,,,,,Borehole,,2,,Yes,Borehole,,Yes
2032,5,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
2032,6,0,Remained the same,,,,,,,,,,,,,Public tap,,1,,Yes,Public tap,,Yes
2033,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Collected firewood,,Yes,Ventilation improved pit latrine,Public tap,,0,1,Yes,Public tap,,No
2033,3,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,No
2033,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2033,5,0,Remained the same,,,,,,,,,,,,,Public tap,,0,30,Yes,Public tap,,No
2033,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,30,Yes,Public tap,,Yes
2034,1,,,,Wood,,Sand/Earth,,3,Traditional fire,Collected firewood,Solar,,Yes,Covered pit latrine,Public tap,,0,50,Yes,Public tap,,No
2034,3,0,improved,,Brick/Block/Cement,,Cement,,7,Traditional fire,Collected firewood,Solar,,Yes,Ventilation improved pit latrine,Public tap,,2,,Yes,Public tap,,Yes
2034,4,0,Remained the same,,,,,,,,,,,,,Water tanker,,0,0,No,Borehole,,Yes
2034,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
2034,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,30,Yes,Public tap,,Yes
2035,1,,,,Wood,,Wood,,3,Traditional fire,Collected firewood,Paraffin,,Yes,Ventilation improved pit latrine,Public tap,,1,0,Yes,Public tap,,No
2035,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Borehole,,Yes
2035,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,Yes
2035,5,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Protected well,,Yes
2035,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,30,Yes,Public tap,,No
2036,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Public tap,,0,40,Yes,Public tap,,No
2036,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,No
2036,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Borehole,,Yes
2036,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
2036,6,0,improved,,Mud/Dung,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,Yes,Uncovered pit latrine,Protected well,,0,40,Yes,Protected well,,Yes
2037,1,,,,Wood,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,40,Yes,Public tap,,No
2037,3,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
2037,4,0,Remained the same,,,,,,,,,,,,,Public tap,,0,30,Yes,Public tap,,No
2037,5,0,Remained the same,,,,,,,,,,,,,Public tap,,1,,Yes,Borehole,,Yes
2037,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
2038,1,,,,Wood,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Public tap,,0,50,Yes,Public tap,,No
2038,3,0,improved,,Mud/Dung,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Public tap,,2,,Yes,Public tap,,Yes
2038,4,0,Remained the same,,,,,,,,,,,,,Public tap,,0,45,Yes,Public tap,,Yes
2038,5,0,Remained the same,,,,,,,,,,,,,Public tap,,1,,Yes,Borehole,,Yes
2038,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
2039,1,,,,Wood,,Sand/Earth,,3,Traditional fire,Collected firewood,Paraffin,,No,,Unprotected well,,1,0,No,Unprotected well,,Yes
2039,3,0,Worsened,,Mud/Dung,,Sand/Earth,,3,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Unprotected well,,1,,No,Unprotected well,,Yes
2039,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,Yes
2039,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2039,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2040,1,,,,Wood,,Sand/Earth,,3,Traditional fire,Collected firewood,Paraffin,,No,,Unprotected well,,1,0,No,Unprotected well,,Yes
2040,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2040,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2040,5,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,Yes
2040,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
2041,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Unprotected well,,2,0,No,Unprotected well,,Yes
2041,3,0,improved,,Mud/Dung,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,Yes,Uncovered pit latrine,Unprotected well,,2,,No,Unprotected well,,Yes
2041,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2041,5,0,Remained the same,,,,,,,,,,,,,Borehole,,2,,No,Borehole,,Yes
2041,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
2042,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Paraffin,,No,,Unprotected well,,1,30,No,Unprotected well,,Yes
2043,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Unprotected well,,0,30,No,Unprotected well,,Yes
2043,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,3,,No,Unprotected well,,Yes
2043,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2043,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,20,No,Protected well,,Yes
2043,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
2044,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Unprotected well,,1,0,No,Unprotected well,,Yes
2044,3,0,Worsened,,Mud/Dung,,Sand/Earth,,2,Traditional fire,Collected firewood,Collected firewood,,Yes,Uncovered pit latrine,Unprotected well,,0,30,No,Unprotected well,,Yes
2044,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
2044,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,20,No,Protected well,,Yes
2044,6,0,improved,,Mud/Dung,,Sand/Earth,,3,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Unprotected well,,3,,No,Unprotected well,,Yes
2045,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Unprotected well,,1,0,No,Unprotected well,,Yes
2045,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2045,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
2045,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,30,No,Protected well,,Yes
2045,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2046,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,3,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Unprotected well,,1,30,No,Unprotected well,,Yes
2046,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,Yes
2046,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,3,,No,Unprotected well,,No
2046,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,40,No,Protected well,,Yes
2046,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,Yes
2047,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Unprotected well,,1,0,No,Unprotected well,,Yes
2047,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Dam,,Yes
2047,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2047,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,30,No,Protected well,,Yes
2047,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
2048,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,3,Traditional fire,Collected firewood,Gas,,No,,Unprotected well,,0,30,No,Unprotected well,,Yes
2048,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2048,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2048,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Protected well,,Yes
2048,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,1,No,Unprotected well,,Yes
2049,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,3,Traditional fire,Collected firewood,Paraffin,,No,,Unprotected well,,1,0,No,Unprotected well,,Yes
2049,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2049,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2049,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,Yes,Unprotected well,,Yes
2049,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,25,No,Unprotected well,,Yes
2050,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Paraffin,,No,,Unprotected well,,1,0,No,Unprotected well,,Yes
2050,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,Yes,Unprotected well,,Yes
2050,4,0,improved,,Mud/Dung,,Sand/Earth,,2,Improved jiko,Charcoal,Paraffin,,No,,Unprotected well,,1,,No,Unprotected well,,Yes
2050,5,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,No,Borehole,,Yes
2050,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2051,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,1,0,No,Unprotected well,,Yes
2051,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2051,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2051,5,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,No
2051,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,Yes
2052,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Unprotected well,,1,0,No,Unprotected well,,Yes
2052,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,4,,No,Unprotected well,,Yes
2052,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2052,5,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,Yes
2052,6,0,Remained the same,,,,,,,,,,,,,Public tap,,3,,Yes,Public tap,,Yes
2053,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Unprotected well,,1,0,No,Unprotected well,,Yes
2053,4,0,,Remained the same,Mud/Dung,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Unprotected well,,2,,No,Unprotected well,,Yes
2053,5,0,Worsened,,Mud/Dung,,Sand/Earth,,2,Traditional fire,Collected firewood,Paraffin,,No,,Protected well,,0,30,No,Protected well,,Yes
2053,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
2054,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Paraffin,,No,,Unprotected well,,1,0,No,Unprotected well,,Yes
